,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,commit_count,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
144,clojupyter,True,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,16,clojupyter/clojupyter,,simplect/clojupyter,https://github.com/clojupyter/clojupyter,MIT,2014-05-09 07:09:06.000,2022-10-02 18:23:16.000000,2022-10-02 18:23:13,78.0,15.0,84.0,755.0,,,,81.0,7.0,,,26.0,,,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302,3142.0,3.0,,291.0,,,,simplect/clojupyter,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,400.0,,,,,,,
145,commuter,True,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,16,nteract/commuter,,,https://github.com/nteract/commuter,BSD-3-Clause,2017-01-03 22:23:32.000,2022-04-28 20:50:09.000000,2022-04-28 20:49:58,63.0,52.0,39.0,450.0,,,,421.0,,3.0,3.0,27.0,,,,,,3.0,,640.0,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,421.0,,,,,,,,,,,,
146,HTTP-over-WebSocket,True,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,16,googlecolab/jupyter_http_over_ws,jupyter_http_over_ws,,https://github.com/googlecolab/jupyter_http_over_ws,Apache-2.0,2018-03-26 22:52:45.000,2022-04-01 12:43:46.000000,2021-08-30 21:48:24,38.0,21.0,8.0,233.0,,,,69250.0,,,,3.0,https://pypi.org/project/jupyter_http_over_ws,69250.0,,,,3.0,,29.0,,,,,,,,,,,,,,,
147,JupyterLab Go-To-Definition,True,Navigate to variable's definition with a click in..,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,16,krassowski/jupyterlab-go-to-definition,,,https://github.com/krassowski/jupyterlab-go-to-definition,BSD-3-Clause,2018-12-22 01:18:42.000,2021-08-23 19:48:16.000000,2021-07-28 12:06:05,8.0,10.0,13.0,218.0,2019-07-05 21:26:30,0.5.0,,2299.0,5.0,12.0,12.0,2.0,,,,,,2.0,,89.0,@krassowski/jupyterlab_go_to_definition,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,2299.0,,,,,,,,,,,,
148,Jupyter Bokeh,True,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,16,bokeh/jupyter_bokeh,jupyter-bokeh,,https://github.com/bokeh/jupyter_bokeh,BSD-3-Clause,2017-08-14 23:01:29.000,2022-09-20 15:14:30.000000,2022-09-19 19:51:53,41.0,13.0,79.0,209.0,,,,62829.0,,,,17.0,https://pypi.org/project/jupyter-bokeh,53722.0,,,,2.0,,,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,9107.0,,,,,,,,,,,,
149,JupyterLab Spellchecker,True,Spellchecker for JupyterLab notebook markdown cells..,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,16,ijmbarr/jupyterlab_spellchecker,,,https://github.com/jupyterlab-contrib/spellchecker,BSD-3-Clause,2018-04-02 07:47:30.000,2022-07-20 04:32:58.000000,2022-02-22 17:17:32,18.0,16.0,33.0,163.0,2021-10-08 10:06:16,0.7.2,,1356.0,7.0,1.0,1.0,6.0,,,,,,2.0,jupyterlab-contrib/spellchecker,152.0,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,1356.0,,,,,,,,,,,,
150,igv.js widget,True,Extension for Jupyter Notebook which integrates igv.js.,https://github.com/g2nb/igv-jupyter,,widgets,16,igvteam/igv-jupyter,igv-jupyter,,https://github.com/g2nb/igv-jupyter,MIT,2016-07-21 18:44:38.000,2022-06-14 16:28:44.000000,2022-06-14 16:28:41,15.0,,41.0,152.0,2022-02-07 18:33:52,1.0.0,,357.0,9.0,12.0,12.0,5.0,https://pypi.org/project/igv-jupyter,357.0,,,,3.0,g2nb/igv-jupyter,139.0,,,,,,,,,,,,,,,
151,SystemdSpawner,True,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,16,jupyterhub/systemdspawner,jupyterhub-systemdspawner,,https://github.com/jupyterhub/systemdspawner,BSD-3-Clause,2016-09-06 07:20:44.000,2022-08-19 16:01:16.000000,2022-04-22 08:28:24,41.0,27.0,32.0,81.0,,,,2388.0,,21.0,21.0,17.0,https://pypi.org/project/jupyterhub-systemdspawner,2388.0,,,,3.0,,150.0,,,,,,,,,,,,,,,
152,nbzip,True,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,16,data-8/nbzip,nbzip,,https://github.com/data-8/nbzip,Apache-2.0,2017-09-30 17:32:31.000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25,16.0,9.0,5.0,80.0,,,,2718.0,,298.0,298.0,6.0,https://pypi.org/project/nbzip,2718.0,,,,3.0,,43.0,,,,,,,,,,,,,,,
153,jupyter-archive,True,"A Jupyter/Jupyterlab extension to make, download and extract..",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,16,jupyterlab-contrib/jupyter-archive,,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,BSD-3-Clause,2019-07-25 17:15:19.000,2022-10-24 18:51:58.317000,2022-10-24 13:53:46,10.0,2.0,32.0,56.0,2022-10-24 13:58:34,3.3.2,3252.0,940.0,25.0,,,9.0,,,https://anaconda.org/conda-forge/jupyter-archive,2022-10-24 18:51:58.317,31587.0,3.0,,214.0,,,,,,,,,,,,,,,
154,First Use Authenticator,True,JupyterHub Authenticator that lets users set..,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,16,jupyterhub/firstuseauthenticator,jupyterhub-firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,BSD-3-Clause,2016-10-25 03:09:14.000,2022-02-28 01:42:16.000000,2021-10-28 11:33:41,26.0,6.0,17.0,42.0,2019-01-24 17:18:45,0.12,,5609.0,2.0,70.0,70.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,5609.0,,,,2.0,,,,,,,,,,,,,,,,,
155,BinderHub,True,"Run your code in the cloud, with technology so advanced, it feels..",https://github.com/jupyterhub/binderhub,,notebook-sharing,15,jupyterhub/binderhub,,,https://github.com/jupyterhub/binderhub,BSD-3-Clause,2017-04-26 00:28:26.000,2022-11-02 07:37:18.000000,2022-11-02 07:37:18,335.0,185.0,453.0,2209.0,,,,,1.0,6.0,6.0,88.0,,,,,,3.0,,,,,,,,,,,-3.0,,,,binderhub,,
156,geonotebook,True,A Jupyter notebook extension for geospatial visualization and..,https://github.com/OpenGeoscience/geonotebook,,widgets,15,OpenGeoscience/geonotebook,,,https://github.com/OpenGeoscience/geonotebook,Apache-2.0,2016-07-26 19:48:45.000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00,136.0,37.0,46.0,1057.0,,,,1727.0,,,,9.0,,,,,,3.0,,647.0,,,,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,7.0,131299.0,,,,,,,
157,Bash Kernel,True,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,15,takluyver/bash_kernel,bash_kernel,,https://github.com/takluyver/bash_kernel,BSD-3-Clause,2014-06-27 00:27:25.000,2022-10-23 13:53:47.000000,2022-08-26 10:30:01,107.0,34.0,60.0,610.0,,,,7906.0,,,,15.0,https://pypi.org/project/bash_kernel,7906.0,,,,3.0,,97.0,,,,,,,,,,,,,,,
158,jupyter-notify,True,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,15,ShopRunner/jupyter-notify,jupyternotify,,https://github.com/ShopRunner/jupyter-notify,BSD-3-Clause,2017-06-01 14:08:55.000,2022-08-09 17:30:42.000000,2021-04-27 14:56:38,34.0,12.0,12.0,564.0,2018-01-08 14:51:41,0.1.15,,2262.0,4.0,,,11.0,https://pypi.org/project/jupyternotify,2262.0,,,,2.0,,,,,,,,,,,,,,,,,
159,Ansible Kernel,True,Jupyter Notebook Kernel for running Ansible Tasks and..,https://github.com/ansible/ansible-jupyter-kernel,,kernels,15,ansible/ansible-jupyter-kernel,ansible-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,,2018-06-26 14:28:02.000,2022-02-12 03:05:54.538000,2022-02-11 15:18:23,54.0,15.0,29.0,506.0,,,,2026.0,2.0,9.0,9.0,10.0,https://pypi.org/project/ansible-kernel,487.0,https://anaconda.org/conda-forge/ansible-kernel,2022-02-12 03:05:54.538,11736.0,3.0,,212.0,,,,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66452.0,,,,,,,
160,GPU Dashboards,True,A JupyterLab extension for displaying dashboards of GPU..,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,15,rapidsai/jupyterlab-nvdashboard,jupyterlab-nvdashboard,,https://github.com/rapidsai/jupyterlab-nvdashboard,BSD-3-Clause,2019-08-12 15:22:10.000,2022-07-20 22:12:04.000000,2022-06-23 14:30:59,60.0,25.0,32.0,482.0,2022-05-10 19:35:57,0.7.0,,4109.0,3.0,,,17.0,https://pypi.org/project/jupyterlab-nvdashboard,3097.0,,,,2.0,,,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,1012.0,,,,,,,,,,,,
161,Matlab Kernel,True,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,15,calysto/matlab_kernel,matlab_kernel,,https://github.com/Calysto/matlab_kernel,,2015-01-31 12:51:06.000,2022-05-09 10:21:04.000000,2022-05-09 10:21:01,74.0,25.0,104.0,443.0,2022-05-09 10:21:42,0.17.1,,3412.0,3.0,,,18.0,https://pypi.org/project/matlab_kernel,3412.0,,,,3.0,,216.0,,,,,,,,,,,,,,,
162,gpu-jupyter,True,Leverage the flexibility of Jupyterlab through the power of your..,https://github.com/iot-salzburg/gpu-jupyter,,notebook-environments,15,iot-salzburg/gpu-jupyter,,,https://github.com/iot-salzburg/gpu-jupyter,Apache-2.0,2019-11-12 20:10:23.000,2022-10-06 10:56:38.000000,2022-10-06 10:56:38,149.0,4.0,54.0,423.0,2021-04-08 06:54:08,1.4_cuda-11.0_ubuntu-18.04,,,5.0,,,10.0,,,,,,3.0,,222.0,,,,,,,,,,,,,,,
163,blackcellmagic,True,IPython magic command to format python code in cell using..,https://github.com/csurfer/blackcellmagic,,magic,15,csurfer/blackcellmagic,blackcellmagic,,https://github.com/csurfer/blackcellmagic,MIT,2018-04-25 14:27:26.000,2022-05-31 19:59:44.000000,2021-09-18 19:09:46,12.0,4.0,5.0,300.0,,,,2353.0,,163.0,163.0,3.0,https://pypi.org/project/blackcellmagic,2353.0,,,,2.0,,18.0,,,,,,,,,,,,,,,
164,jupyterlab-execute-time,True,Execute Time Plugin for Jupyter Lab.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,15,deshaw/jupyterlab-execute-time,,,https://github.com/deshaw/jupyterlab-execute-time,BSD-3-Clause,2020-04-07 22:27:30.000,2022-11-02 18:56:35.000000,2022-10-24 18:02:18,33.0,4.0,35.0,237.0,,,,2223.0,,,,12.0,,,,,,2.0,,40.0,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,2223.0,,,,,,,,,,,,
165,nbinteract,True,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,15,SamLau95/nbinteract,nbinteract,,https://github.com/SamLau95/nbinteract,BSD-3-Clause,2017-08-31 00:16:20.000,2022-10-06 01:55:15.000000,2021-04-15 20:39:36,20.0,29.0,41.0,219.0,,,,1980.0,,1.0,1.0,8.0,https://pypi.org/project/nbinteract,1980.0,,,,3.0,,590.0,,,,,,,,,,,,,,,
166,JupyterLab Chart Editor,True,JupyterLab extension for Plotly's react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,15,plotly/jupyterlab-chart-editor,,,https://github.com/plotly/jupyterlab-chart-editor,,2018-01-23 18:18:38.000,2022-07-08 05:34:02.000000,2021-03-10 20:56:11,22.0,12.0,19.0,211.0,2021-03-10 20:57:44,4.14.3,,1319.0,6.0,3.0,3.0,5.0,,,,,,3.0,,71.0,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,1319.0,,,,,,,,,,,,
167,Jupyter Spark,True,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,15,mozilla/jupyter-spark,jupyter-spark,,https://github.com/mozilla/jupyter-spark,MPL-2.0,2016-01-27 15:38:50.000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11,29.0,13.0,14.0,193.0,,,,499.0,,17.0,17.0,12.0,https://pypi.org/project/jupyter-spark,499.0,,,,3.0,,106.0,,,,,,,,,,,,,,,
168,cdsdashboards,True,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,15,ideonate/cdsdashboards,cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,,2020-04-28 13:51:31.000,2022-09-12 14:05:53.294000,2022-09-12 07:55:08,37.0,32.0,59.0,176.0,,,,1639.0,22.0,,,14.0,https://pypi.org/project/cdsdashboards,377.0,https://anaconda.org/conda-forge/cdsdashboards,2022-09-12 14:05:53.294,35362.0,3.0,,464.0,,,,,,,,,,,,,,,
169,JupyterLab Data Explorer,True,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,15,jupyterlab/jupyterlab-data-explorer,,,https://github.com/jupyterlab/jupyterlab-data-explorer,BSD-3-Clause,2019-01-03 21:57:42.000,2022-05-23 15:47:39.000000,2020-05-24 13:16:16,34.0,58.0,34.0,173.0,,,,128.0,,10.0,10.0,9.0,,,,,,2.0,,426.0,@jupyterlab/dataregistry-extension,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,128.0,,,,,,,,,,,,
170,mkdocs-jupyter,True,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,15,danielfrg/mkdocs-jupyter,mkdocs-jupyter,,https://github.com/danielfrg/mkdocs-jupyter,Apache-2.0,2019-12-18 02:11:34.000,2022-09-23 17:22:45.000000,2022-09-23 15:38:02,28.0,19.0,45.0,170.0,,,,22109.0,,,,14.0,https://pypi.org/project/mkdocs-jupyter,22109.0,,,,3.0,,,,,,,,,,,,,,,,,
171,JupyterLab Spreadsheet,True,"JupyterLab plugin for viewing spreadsheets, such as..",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,15,quigleyj97/jupyterlab-spreadsheet,,,https://github.com/quigleyj97/jupyterlab-spreadsheet,BSD-3-Clause,2018-10-13 22:51:03.000,2022-07-18 18:08:54.000000,2022-07-18 18:08:51,14.0,5.0,18.0,164.0,2021-07-17 23:45:44,0.4.1,,4273.0,5.0,3.0,3.0,4.0,,,,,,3.0,,,jupyterlab-spreadsheet,https://www.npmjs.com/package/jupyterlab-spreadsheet,4273.0,,,,,,,,,,,,
172,Kernel Detection,True,An Jupyter plugin to enable the automatic detection of..,https://github.com/Cadair/jupyter_environment_kernels,,kernels,15,Cadair/jupyter_environment_kernels,environment_kernels,,https://github.com/Cadair/jupyter_environment_kernels,BSD-2-Clause,2015-01-06 14:50:00.000,2022-09-08 03:53:39.000000,2018-02-12 13:00:01,16.0,7.0,22.0,143.0,2018-02-12 13:01:06,1.1.1,,4707.0,2.0,,,7.0,https://pypi.org/project/environment_kernels,4707.0,,,,3.0,,77.0,,,,,,,,,,,,,,,
173,nb_conda,True,Conda environment and package access extension from within Jupyter.,https://github.com/Anaconda-Platform/nb_conda,,jupyter-extensions,15,Anaconda-Platform/nb_conda,,conda-forge/nb_conda,https://github.com/Anaconda-Platform/nb_conda,BSD-3-Clause,2015-12-09 23:12:58.000,2022-06-05 15:35:11.087000,2020-09-11 21:06:00,29.0,35.0,28.0,129.0,,,,5555.0,4.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda,2022-06-05 15:35:11.087,422186.0,3.0,,158.0,,,,,,,,,,,,,,,
174,jupyterlab-sos,True,Jupyterlab extension for SoS Polyglot Notebook and Workflow..,https://github.com/vatlab/jupyterlab-sos,,lab-extensions,15,vatlab/jupyterlab-sos,,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,BSD-3-Clause,2018-03-20 16:07:18.000,2022-09-22 02:09:32.956000,2022-08-02 18:58:37,3.0,8.0,51.0,55.0,2019-09-02 19:30:02,0.5.0,,716.0,14.0,,,4.0,,,https://anaconda.org/conda-forge/jupyterlab-sos,2022-09-22 02:09:32.956,20498.0,2.0,,325.0,jupyterlab-sos,https://www.npmjs.com/package/jupyterlab-sos,177.0,,,,,,,,,,,,
175,SudoSpawner,True,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,15,jupyterhub/sudospawner,sudospawner,,https://github.com/jupyterhub/sudospawner,BSD-3-Clause,2014-11-24 23:21:36.000,2021-09-10 08:58:36.000000,2021-09-10 08:58:36,36.0,17.0,20.0,44.0,,,,722.0,,44.0,44.0,14.0,https://pypi.org/project/sudospawner,722.0,,,,3.0,,115.0,,,,,,,,,,,,,,,
176,Wolfram Kernel,True,Wolfram Language kernel for Jupyter notebooks.,https://github.com/WolframResearch/WolframLanguageForJupyter,,kernels,14,WolframResearch/WolframLanguageForJupyter,,,https://github.com/WolframResearch/WolframLanguageForJupyter,MIT,2019-01-18 19:37:06.000,2022-08-23 18:11:54.000000,2022-02-19 09:55:04,94.0,34.0,67.0,778.0,,,6582.0,160.0,3.0,,,7.0,,,,,,3.0,,143.0,,,,,,,,,,,,,,,
177,jupyter-tensorboard,True,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,14,lspvic/jupyter_tensorboard,jupyter-tensorboard,,https://github.com/lspvic/jupyter_tensorboard,MIT,2017-08-22 08:05:13.000,2022-06-14 12:29:55.000000,2020-02-16 06:42:48,70.0,40.0,29.0,458.0,,,,2458.0,,,,4.0,https://pypi.org/project/jupyter-tensorboard,2458.0,,,,3.0,,69.0,,,,,,,,,,,,,,,
178,LFortran,True,Official mirror of https://gitlab.com/lfortran/lfortran. Please submit..,https://github.com/lfortran/lfortran,,kernels,14,lfortran/lfortran,lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,,2019-03-24 13:22:20.000,2022-11-03 12:50:48.000000,2022-11-03 12:00:17,46.0,492.0,104.0,442.0,,,,1206.0,13.0,,,50.0,https://pypi.org/project/lfortran,81.0,https://anaconda.org/conda-forge/lfortran,2022-10-18 23:55:11.816,45028.0,3.0,,,,,,,,,,,,,,,,,
179,nbtutor,True,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,14,lgpage/nbtutor,,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,,2016-11-07 14:08:25.000,2022-04-19 19:03:10.872000,2022-04-04 19:36:18,39.0,11.0,24.0,414.0,,,,1629.0,4.0,29.0,29.0,3.0,,,https://anaconda.org/conda-forge/nbtutor,2022-04-19 19:03:10.872,115696.0,3.0,,,,,,,,,,,,,,,,,
180,IElixir,True,Jupyter's kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,14,pprzetacznik/IElixir,,,https://github.com/pprzetacznik/IElixir,Apache-2.0,2015-07-06 11:39:08.000,2021-12-03 09:17:20.000000,2021-03-20 17:27:38,39.0,10.0,20.0,344.0,2020-11-15 17:48:03,0.9.21,,3.0,8.0,,,19.0,,,,,,3.0,,282.0,,,,pprzetacznik/ielixir,https://hub.docker.com/r/pprzetacznik/ielixir,2021-03-20 17:48:12.317861,1.0,345.0,,,,,,ielixir,
181,Lantern,True,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,14,timkpaine/lantern,pylantern,,https://github.com/timkpaine/lantern,Apache-2.0,2017-07-15 03:49:10.000,2022-06-13 13:36:59.000000,2022-06-13 13:36:58,20.0,11.0,188.0,325.0,2020-02-02 22:32:28,0.1.6,,120.0,26.0,17.0,17.0,3.0,https://pypi.org/project/pylantern,120.0,,,,3.0,,,,,,,,,,,,,,,,,
182,JupyterLab Tensorboard,True,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,14,chaoleili/jupyterlab_tensorboard,,,https://github.com/chaoleili/jupyterlab_tensorboard,MIT,2018-08-14 12:36:26.000,2022-07-21 07:29:55.000000,2022-07-18 10:51:06,33.0,18.0,10.0,297.0,,,,6335.0,,2.0,2.0,7.0,,,,,,3.0,,37.0,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,6335.0,,,,,,,,,,,,
183,nbopen,True,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,14,takluyver/nbopen,nbopen,,https://github.com/takluyver/nbopen,BSD-3-Clause,2014-07-09 03:24:47.000,2022-09-15 15:50:04.000000,2022-09-15 15:50:04,54.0,37.0,26.0,282.0,,,,855.0,,,,11.0,https://pypi.org/project/nbopen,855.0,,,,3.0,,59.0,,,,,,,,,,,,,,,
184,nbmake-action,True,GitHub Action for testing notebooks.,https://github.com/treebeardtech/nbmake-action,,notebook-tools,14,treebeardtech/nbmake-action,,,https://github.com/treebeardtech/nbmake-action,Apache-2.0,2020-02-06 15:49:32.000,2021-09-21 08:52:43.000000,2021-09-21 08:52:40,6.0,,24.0,154.0,2020-12-11 15:26:11,0.2.1,,,5.0,30.0,30.0,2.0,,,,,,3.0,,731.0,,,,,,,,,,,,,,,
185,ipylab,True,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,14,jtpio/ipylab,ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,BSD-3-Clause,2019-11-15 19:52:12.000,2022-08-28 14:05:16.000000,2022-08-28 14:05:15,7.0,13.0,19.0,121.0,2022-08-25 07:45:29,0.6.0,41.0,4215.0,12.0,,,6.0,https://pypi.org/project/ipylab,3799.0,https://anaconda.org/conda-forge/ipylab,2022-08-25 11:30:14.285,14951.0,3.0,,,,,,,,,,,,,,,,,
186,JupyterLab IFrame,True,JupyterLab iframe widget.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,14,timkpaine/jupyterlab_iframe,jupyterlab_iframe,,https://github.com/timkpaine/jupyterlab_iframe,Apache-2.0,2018-03-12 02:34:47.000,2022-07-21 13:47:17.000000,2022-07-21 13:47:16,15.0,4.0,62.0,82.0,2022-04-11 20:18:27,0.4.4,,1949.0,17.0,3.0,3.0,5.0,https://pypi.org/project/jupyterlab_iframe,1048.0,,,,3.0,,,jupyterlab_iframe,https://www.npmjs.com/package/jupyterlab_iframe,901.0,,,,,,,,,,,,
187,niwidgets,True,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,14,nipy/niwidgets,niwidgets,,https://github.com/nipy/niwidgets,Apache-2.0,2017-09-11 22:20:27.000,2022-08-23 17:36:18.000000,2020-03-24 14:27:42,33.0,17.0,17.0,77.0,,,,132.0,,28.0,28.0,16.0,https://pypi.org/project/niwidgets,132.0,,,,3.0,,242.0,,,,,,,,,,,,,,,
188,Content Management,True,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,14,jupyter-incubator/contentmanagement,jupyter_cms,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,BSD-3-Clause,2015-09-21 15:41:02.000,2021-11-17 19:16:08.958000,2018-06-11 01:51:34,27.0,7.0,20.0,76.0,,,,1223.0,3.0,,,8.0,https://pypi.org/project/jupyter_cms,148.0,https://anaconda.org/conda-forge/jupyter_cms,2021-11-17 19:16:08.958,79599.0,3.0,,136.0,,,,,,,,,,,,,,,
189,JupyterLab Shortcutui,True,A JupyterLab extension for managing keyboard shortcuts.,https://github.com/jupyterlab/jupyterlab-shortcutui,,lab-extensions,14,jupyterlab/jupyterlab-shortcutui,,,https://github.com/jupyterlab/jupyterlab-shortcutui,BSD-3-Clause,2018-06-18 22:07:19.000,2020-01-17 16:59:32.000000,2020-01-17 16:59:32,14.0,7.0,6.0,55.0,2019-09-05 11:54:07,0.4.0,,199.0,3.0,,,8.0,,,,,,3.0,,191.0,@jupyterlab/shortcutui,https://www.npmjs.com/package/@jupyterlab/shortcutui,199.0,,,,,,,,,,,,
190,JWT Authenticator,True,A Token Authenticator for JupyterHub.,https://github.com/mogthesprog/jwtauthenticator,,hub-auth,14,mogthesprog/jwtauthenticator,jupyterhub-jwtauthenticator,,https://github.com/mogthesprog/jwtauthenticator,Apache-2.0,2017-06-21 20:09:58.000,2021-04-15 07:40:37.000000,2019-02-13 10:57:15,38.0,9.0,8.0,42.0,,,,187.0,,10.0,10.0,7.0,https://pypi.org/project/jupyterhub-jwtauthenticator,187.0,,,,2.0,,24.0,,,,,,,,,,,,,,,
191,dummyauthenticator,True,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,14,jupyterhub/dummyauthenticator,jupyterhub-dummyauthenticator,,https://github.com/jupyterhub/dummyauthenticator,BSD-3-Clause,2016-02-14 21:57:32.000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00,14.0,5.0,2.0,28.0,,,,6375.0,,104.0,104.0,,https://pypi.org/project/jupyterhub-dummyauthenticator,6375.0,,,,2.0,,7.0,,,,,,,,,,,,,,,
192,lgo,True,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,13,yunabe/lgo,,,https://github.com/yunabe/lgo,BSD-3-Clause,2017-10-05 15:29:10.000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17,115.0,23.0,53.0,2272.0,,,,,,,,9.0,,,,,,3.0,,169.0,,,,,,,,,,,,,,,
193,nbgather,True,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,13,microsoft/gather,,,https://github.com/microsoft/gather,MIT,2018-10-08 23:32:10.000,2022-08-17 14:51:55.000000,2020-02-14 15:11:45,29.0,11.0,16.0,453.0,,,,55.0,,,,12.0,,,,,,3.0,,343.0,nbgather,https://www.npmjs.com/package/nbgather,55.0,,,,,,,,,,,,
194,JupyterLab SQL,True,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,13,pbugnion/jupyterlab-sql,jupyterlab_sql,,https://github.com/pbugnion/jupyterlab-sql,MIT,2019-02-01 09:37:05.000,2022-07-07 15:24:16.000000,2020-01-04 12:02:35,46.0,38.0,37.0,385.0,,,,368.0,,,,2.0,https://pypi.org/project/jupyterlab_sql,368.0,,,,3.0,,634.0,,,,,,,,,,,,,,,
