,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,license,npm_url,npm_monthly_downloads,trending,updated_github_id,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
235,jupyterlab-sparkmonitor,True,JupyterLab extension that enables monitoring launched..,https://github.com/itsjafer/jupyterlab-sparkmonitor,,lab-extensions,11,itsjafer/jupyterlab-sparkmonitor,jupyterlab-sparkmonitor,,https://github.com/itsjafer/jupyterlab-sparkmonitor,2020-03-12 20:59:01.000000,2021-08-04 16:49:58.000000,2021-08-04 16:49:43.000000,13.0,5.0,8.0,60.0,269.0,,,,140.0,,,,9.0,https://pypi.org/project/jupyterlab-sparkmonitor,,,,,3.0,itsjafer/sparkmonitor,https://hub.docker.com/r/itsjafer/sparkmonitor,2021-06-02 17:02:44.488613,,232.0,jupyterlab_sparkmonitor,Apache-2.0,https://www.npmjs.com/package/jupyterlab_sparkmonitor,129.0,,,,,,,,
236,JupyterLab Email,True,A jupyterlab extension to email notebooks directly from..,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,11,timkpaine/jupyterlab_email,jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000000,2021-01-31 22:58:03.000000,2021-01-31 22:57:59.000000,2.0,5.0,30.0,50.0,,2020-06-25 16:29:14.000000,0.2.3,,519.0,12.0,,,,https://pypi.org/project/jupyterlab_email,,,,,3.0,,,,,,jupyterlab_email,Apache-2.0,https://www.npmjs.com/package/jupyterlab_email,519.0,,,,,,,,
237,JupyterLab Flake8,True,A jupyterlab extension to email notebooks directly from..,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,11,timkpaine/jupyterlab_email,,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000000,2021-01-31 22:58:03.000000,2021-01-31 22:57:59.000000,2.0,5.0,30.0,50.0,,2020-06-25 16:29:14.000000,0.2.3,,401.0,12.0,,,,,,,,,3.0,,,,,,jupyterlab-flake8,Apache-2.0,https://www.npmjs.com/package/jupyterlab-flake8,401.0,,,,,,,,
238,Horizon Theme,True,VSCode Horizon Theme port for JupyterLab.,https://github.com/mohirio/jupyterlab-horizon-theme,,lab-themes,11,mohirio/jupyterlab-horizon-theme,,,https://github.com/mohirio/jupyterlab-horizon-theme,2019-06-07 08:46:59.000000,2021-06-20 08:20:16.000000,2021-04-11 16:55:54.000000,1.0,1.0,4.0,39.0,25.0,,,,2774.0,,,,,,,,,,3.0,,,,,,@mohirio/jupyterlab-horizon-theme,BSD-3-Clause,https://www.npmjs.com/package/@mohirio/jupyterlab-horizon-theme,2774.0,,,,,,,,
239,perfume,True,Interactive performance benchmarking in Jupyter.,https://github.com/leifwalsh/perfume,,widgets,11,leifwalsh/perfume,perfume-bench,,https://github.com/leifwalsh/perfume,2017-07-10 14:34:03.000000,2021-11-08 17:49:07.000000,2020-10-31 19:46:42.000000,3.0,2.0,4.0,32.0,196.0,2018-05-20 05:09:14.000000,0.1.6,,35.0,1.0,,,3.0,https://pypi.org/project/perfume-bench,35.0,,,,3.0,,,,,,,,,,,,,,,,,
240,Remote User Auth,True,REMOTE_USER authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_remote_user_authenticator,,hub-auth,11,cwaldbieser/jhub_remote_user_authenticator,jhub_remote_user_authenticator,,https://github.com/cwaldbieser/jhub_remote_user_authenticator,2015-11-04 03:17:18.000000,2020-04-02 12:59:46.000000,2019-04-16 20:10:44.000000,27.0,7.0,9.0,31.0,27.0,,,,626.0,,,,5.0,https://pypi.org/project/jhub_remote_user_authenticator,626.0,,,,3.0,,,,,,,GPL-3.0,,,,,,,,,,
241,Kernel Management,True,Experimental new kernel management framework for Jupyter.,https://github.com/takluyver/jupyter_kernel_mgmt,,notebook-tools,11,takluyver/jupyter_kernel_mgmt,jupyter-kernel-mgmt,,https://github.com/takluyver/jupyter_kernel_mgmt,2018-04-01 20:06:08.000000,2020-08-27 01:11:14.000000,2020-01-29 22:31:34.000000,7.0,10.0,14.0,13.0,1783.0,2020-01-15 19:12:57.000000,0.5.1,17.0,0.0,3.0,,,74.0,https://pypi.org/project/jupyter-kernel-mgmt,,,,,3.0,,,,,,,,,,,,,,,,,
242,Null Authenticator,True,Null Authenticator for JupyterHub instances that should have no login mechanism.,https://github.com/jupyterhub/nullauthenticator,,hub-auth,11,jupyterhub/nullauthenticator,nullauthenticator,,https://github.com/jupyterhub/nullauthenticator,2017-08-30 09:12:22.000000,2021-09-23 19:47:08.000000,2021-02-09 00:11:20.000000,10.0,1.0,,7.0,16.0,,,,,,69.0,69.0,5.0,https://pypi.org/project/nullauthenticator,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
243,JupyterLab Spark,True,Spark Application UI extension for JupyterLab.,https://github.com/manuzhang/jupyterlab_spark,,lab-extensions,11,manuzhang/jupyterlab_spark,,,https://github.com/manuzhang/jupyterlab_spark,2019-04-20 06:31:59.000000,2021-09-05 13:13:14.000000,2021-09-05 13:10:26.000000,2.0,2.0,3.0,7.0,21.0,2021-09-05 06:59:55.000000,0.4.0,,53.0,3.0,,,2.0,,,,,,3.0,,,,,,jupyterlab_spark,Apache-2.0,https://www.npmjs.com/package/jupyterlab_spark,53.0,,,,,,,,
244,jupyter-fs,True,A filesystem-like contents manager for multiple backends in Jupyter.,https://github.com/jpmorganchase/jupyter-fs,,lab-extensions,10,jpmorganchase/jupyter-fs,jupyter-fs,,https://github.com/jpmorganchase/jupyter-fs,2019-09-24 17:44:10.000000,2021-10-06 22:47:35.000000,2021-06-04 01:06:10.000000,21.0,12.0,35.0,103.0,,,,,,,,,8.0,https://pypi.org/project/jupyter-fs,,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,
245,JupyterLab Bytecode,True,JupyterLab extension to explore CPython Bytecode.,https://github.com/jtpio/jupyterlab-python-bytecode,,lab-extensions,10,jtpio/jupyterlab-python-bytecode,,,https://github.com/jtpio/jupyterlab-python-bytecode,2018-09-29 19:55:49.000000,2021-09-21 10:24:02.000000,2020-10-16 21:38:08.000000,5.0,2.0,3.0,57.0,114.0,,,,33.0,,,,2.0,,,,,,3.0,,,,,,jupyterlab-python-bytecode,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-python-bytecode,33.0,,,,,,,,
246,KnowledgeLab,True,KnowledgeRepo + JupyterLab.,https://github.com/timkpaine/knowledgelab,,lab-extensions,10,timkpaine/knowledgelab,knowledgelab,,https://github.com/timkpaine/knowledgelab,2017-10-18 01:10:58.000000,2021-09-21 12:01:04.000000,2021-08-11 12:36:58.000000,6.0,3.0,23.0,44.0,109.0,,,,17.0,1.0,2.0,2.0,3.0,https://pypi.org/project/knowledgelab,6.0,,,,3.0,,,,,,knowledgelab,Apache-2.0,https://www.npmjs.com/package/knowledgelab,11.0,,,,,,,,
247,FargateSpawner,True,Spawns JupyterHub single user servers in Docker containers running in AWS Fargate.,https://github.com/uktrade/fargatespawner,,hub-spawners,10,uktrade/fargatespawner,fargatespawner,,https://github.com/uktrade/fargatespawner,2018-09-12 14:06:22.000000,2020-06-28 13:26:04.000000,2020-06-28 13:25:54.000000,18.0,5.0,4.0,29.0,59.0,,,,92.0,,1.0,1.0,3.0,https://pypi.org/project/fargatespawner,92.0,,,,3.0,,,,,,,MIT,,,,,,,,,,
248,YarnSpawner,True,Spawn JupyterHub single user notebook servers in Hadoop/YARN..,https://github.com/jupyterhub/yarnspawner,,hub-spawners,10,jupyterhub/yarnspawner,jupyterhub-yarnspawner,conda-forge/jupyterhub-yarnspawner,https://github.com/jupyterhub/yarnspawner,2018-12-18 19:31:03.000000,2020-10-08 04:16:29.489000,2019-07-16 16:58:16.000000,10.0,5.0,4.0,19.0,37.0,,,,897.0,4.0,,,2.0,https://pypi.org/project/jupyterhub-yarnspawner,196.0,https://anaconda.org/conda-forge/jupyterhub-yarnspawner,2020-10-08 04:16:29.489000,23834.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
249,Vision UI,True,UI visual interface for fastai - now compatible with Google..,https://github.com/asvcode/Vision_UI,,widgets,9,asvcode/Vision_UI,,,https://github.com/asvcode/Vision_UI,2019-05-23 04:53:03.000000,2020-07-05 04:00:59.000000,2020-07-05 04:00:59.000000,32.0,1.0,2.0,247.0,112.0,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,
250,Jupyter DataTables,True,Jupyter Notebook extension leveraging pandas DataFrames..,https://github.com/CermakM/jupyter-datatables,,widgets,9,CermakM/jupyter-datatables,jupyter-datatables,,https://github.com/CermakM/jupyter-datatables,2019-03-28 20:55:12.000000,2019-12-11 12:10:31.000000,2019-12-11 12:10:07.000000,14.0,13.0,15.0,135.0,147.0,,,,,,,,4.0,https://pypi.org/project/jupyter-datatables,,,,,3.0,,,,,,,MIT,,,,,,,,,,
251,jupyterlab-gitplus,True,JupyterLab extension to create GitHub commits & pull..,https://github.com/ReviewNB/jupyterlab-gitplus,,lab-extensions,9,ReviewNB/jupyterlab-gitplus,jupyterlab_gitplus,,https://github.com/ReviewNB/jupyterlab-gitplus,2020-03-05 13:43:58.000000,2021-10-06 13:08:11.000000,2021-08-06 07:04:12.000000,8.0,2.0,8.0,89.0,112.0,,,,76.0,,,,2.0,https://pypi.org/project/jupyterlab_gitplus,,,,,3.0,,,,,,@reviewnb/jupyterlab_gitplus,AGPL-3.0,https://www.npmjs.com/package/@reviewnb/jupyterlab_gitplus,76.0,,,,,,,,
252,PPExtensions,True,Set of iPython and Jupyter extensions to improve user..,https://github.com/paypal/PPExtensions,,jupyter-extensions,9,paypal/PPExtensions,ppextensions,,https://github.com/paypal/PPExtensions,2018-08-17 20:07:23.000000,2019-11-22 13:46:43.000000,2018-12-07 00:05:33.000000,27.0,16.0,22.0,48.0,32.0,,,,52.0,,1.0,1.0,9.0,https://pypi.org/project/ppextensions,52.0,,,,3.0,,,,,,,,,,,,,,,,,
253,ipysigma,True,A custom Jupyter widget library to display graphs using sigma.js.,https://github.com/Yomguithereal/ipysigma,,widgets,9,Yomguithereal/ipysigma,ipysigma,,https://github.com/Yomguithereal/ipysigma,2018-06-25 20:03:21.000000,2021-05-07 11:44:55.000000,2020-06-30 13:07:41.000000,4.0,2.0,2.0,30.0,39.0,,,,17.0,,,,3.0,https://pypi.org/project/ipysigma,,,,,3.0,,,,,,ipysigma,MIT,https://www.npmjs.com/package/ipysigma,17.0,,,,,,,,
254,ipyp5,True,p5.js Jupyter Widget.,https://github.com/jtpio/ipyp5,,widgets,9,jtpio/ipyp5,ipyp5,,https://github.com/jtpio/ipyp5,2018-03-06 17:50:12.000000,2021-05-09 14:29:30.000000,2020-10-16 21:38:41.000000,4.0,5.0,,29.0,60.0,,,,29.0,,,,2.0,https://pypi.org/project/ipyp5,29.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
255,CAS Authenticator,True,CAS authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_cas_authenticator,,hub-auth,9,cwaldbieser/jhub_cas_authenticator,jhub_cas_authenticator,,https://github.com/cwaldbieser/jhub_cas_authenticator,2017-09-17 19:17:08.000000,2020-03-27 22:24:32.000000,2020-03-27 22:23:51.000000,10.0,1.0,10.0,16.0,40.0,,,,237.0,,,,4.0,https://pypi.org/project/jhub_cas_authenticator,237.0,,,,3.0,,,,,,,GPL-3.0,,,,,,,,,,
256,ipyaggrid,True,Jupyter widget - ag-grid in the notebook.,https://github.com/DGothrek/ipyaggrid,,widgets,9,DGothrek/ipyaggrid,ipyaggrid,,https://github.com/DGothrek/ipyaggrid,2019-05-06 04:24:26.000000,2019-05-06 04:27:06.000000,2019-05-06 04:27:05.000000,,6.0,,7.0,47.0,,,,3858.0,,,,2.0,https://pypi.org/project/ipyaggrid,2848.0,,,,3.0,,,,,,ipyaggrid,MIT,https://www.npmjs.com/package/ipyaggrid,1010.0,,,,,,,,
257,Hash Authenticator,True,Authenticate users with passwords generated from their..,https://github.com/thedataincubator/jupyterhub-hashauthenticator,,hub-auth,9,thedataincubator/jupyterhub-hashauthenticator,jupyterhub-hashauthenticator,,https://github.com/thedataincubator/jupyterhub-hashauthenticator,2017-08-18 19:18:33.000000,2021-03-09 21:34:23.000000,2021-03-09 21:34:14.000000,3.0,,,3.0,40.0,,,,41.0,,,,3.0,https://pypi.org/project/jupyterhub-hashauthenticator,41.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
258,Remote Authenticator,True,"A collection of JupyterHub Authenticators, including Header,..",https://github.com/ucphhpc/jhub-authenticators,,hub-auth,9,rasmunk/jhub-authenticators,jhub-authenticators,,https://github.com/ucphhpc/jhub-authenticators,2017-12-20 14:46:18.000000,2021-10-25 11:00:54.000000,2021-10-25 11:00:31.000000,1.0,,,1.0,195.0,2019-04-12 15:44:39.000000,0.2.2,,,3.0,,,5.0,https://pypi.org/project/jhub-authenticators,,,,,3.0,,,,,,,GPL-3.0,,,,ucphhpc/jhub-authenticators,,,,,,
259,JupyterLab Top Bar,True,JupyterLab Top Bar extension.,https://github.com/jtpio/jupyterlab-topbar,,lab-extensions,9,jtpio/jupyterlab-topbar,,,https://github.com/jtpio/jupyterlab-topbar,2021-05-31 16:53:55.000000,2021-05-31 17:39:23.000000,2021-05-31 17:39:05.000000,1.0,,,,,,,,11885.0,,,,3.0,,,,,,3.0,,,,,,jupyterlab-topbar-extension,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-topbar-extension,11885.0,,,,,,,,
260,Jupyter Black,True,Black formatter for Jupyter Notebook.,https://github.com/drillan/jupyter-black,,jupyter-extensions,8,drillan/jupyter-black,,,https://github.com/drillan/jupyter-black,2018-08-10 05:21:02.000000,2020-02-01 03:27:05.000000,2020-02-01 03:27:04.000000,16.0,9.0,11.0,374.0,10.0,,,,,,,,2.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
261,Gruvbox Theme,True,Gruvbox dark theme for Jupyter Lab. Modeled on classic..,https://github.com/Rahlir/theme-gruvbox,,lab-themes,8,Rahlir/theme-gruvbox,,,https://github.com/Rahlir/theme-gruvbox,2019-05-03 20:34:01.000000,2020-04-12 19:23:01.000000,2020-04-12 19:22:55.000000,9.0,,,40.0,44.0,,,,137.0,,,,3.0,,,,,,3.0,,,,,,@rahlir/theme-gruvbox,,https://www.npmjs.com/package/@rahlir/theme-gruvbox,137.0,,,,,,,,
262,Keberos Authenticator,True,A JupyterHub authenticator using Kerberos.,https://github.com/jupyterhub/kerberosauthenticator,,hub-auth,8,jupyterhub/kerberosauthenticator,jupyterhub-kerberosauthenticator,,https://github.com/jupyterhub/kerberosauthenticator,2019-04-17 18:01:36.000000,2019-07-16 16:57:42.000000,2019-07-16 16:57:24.000000,5.0,3.0,2.0,10.0,21.0,,,,36.0,,,,2.0,https://pypi.org/project/jupyterhub-kerberosauthenticator,36.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
263,Theme Toggle,True,JupyterLab extension to toggle the theme in the Top Bar area.,https://github.com/jtpio/jupyterlab-theme-toggle,,lab-themes,8,jtpio/jupyterlab-theme-toggle,,,https://github.com/jtpio/jupyterlab-theme-toggle,2019-07-27 08:45:07.000000,2021-06-16 11:42:40.000000,2021-06-16 11:42:31.000000,2.0,2.0,1.0,10.0,,,,,3479.0,,2.0,2.0,2.0,,,,,,3.0,,,,,,jupyterlab-theme-toggle,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-theme-toggle,3479.0,,,,,,,,
264,remote_ikernel,True,"All your Jupyter kernels, on all your machines, in one place.",https://github.com/tdaff/remote_ikernel,,kernels,8,tdaff/remote_ikernel,remote_ikernel,,https://github.com/tdaff/remote_ikernel,2017-07-11 14:29:42.000000,2020-11-08 22:41:49.000000,2020-11-08 22:02:16.000000,8.0,8.0,18.0,7.0,78.0,,,,,,,,7.0,https://pypi.org/project/remote_ikernel,,,,,3.0,,,,,,,BSD-2-Clause,,,,,,,,,,tdaff/remote_ikernel
265,jupyterlab-executor,True,JupyterLab extension to execute the scripts from the file browser.,https://github.com/gavincyi/jupyterlab-executor,,lab-extensions,8,gavincyi/jupyterlab-executor,jupyterlab-executor,,https://github.com/gavincyi/jupyterlab-executor,2020-12-29 15:51:54.000000,2021-03-24 22:08:04.000000,2021-03-24 21:14:10.000000,,,1.0,4.0,,2021-03-24 21:17:12.000000,2021.1.6,2.0,73.0,3.0,,,2.0,https://pypi.org/project/jupyterlab-executor,54.0,,,,3.0,,,,,,@gavincyi/jupyterlab-executor,BSD-3-Clause,https://www.npmjs.com/package/@gavincyi/jupyterlab-executor,19.0,,,,,,,,
266,easyexplore,True,Toolbox for easy and effective data exploration in Python.,https://github.com/GianniBalistreri/easyexplore,,widgets,8,GianniBalistreri/easyexplore,easyexplore,,https://github.com/GianniBalistreri/easyexplore,2020-05-04 17:26:04.000000,2021-10-27 19:00:44.000000,2021-06-04 09:05:11.000000,2.0,,1.0,3.0,220.0,,,,,,1.0,1.0,3.0,https://pypi.org/project/easyexplore,,,,,3.0,,,,,,,GPL-3.0,,,,,,,,,,
267,ipyannotate,True,Jupyter Widget for data annotation.,https://github.com/ipyannotate/ipyannotate,,widgets,7,ipyannotate/ipyannotate,ipyannotate,,https://github.com/ipyannotate/ipyannotate,2018-07-23 19:23:28.000000,2021-06-15 16:10:40.000000,2020-09-20 09:38:39.000000,9.0,4.0,,120.0,27.0,,,,4.0,,,,3.0,https://pypi.org/project/ipyannotate,,,,,3.0,,,,,,ipyannotate,,https://www.npmjs.com/package/ipyannotate,4.0,,,,,,,,
268,Jupter-Notebook-REST-API,True,Run your jupyter notebooks as a REST API endpoint...,https://github.com/Invictify/Jupter-Notebook-REST-API,,notebook-tools,7,Invictify/Jupter-Notebook-REST-API,,,https://github.com/Invictify/Jupter-Notebook-REST-API,2020-03-31 22:48:04.000000,2021-10-08 13:18:11.000000,2020-03-31 23:00:06.000000,4.0,,,34.0,2.0,,,,,,,,2.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
269,Nord Theme,True,JupyterLab - Nord Theme.,https://github.com/kenshohara/theme-nord-extension,,lab-themes,6,kenshohara/theme-nord-extension,,,https://github.com/kenshohara/theme-nord-extension,2019-06-11 02:09:21.000000,2020-09-20 09:11:33.000000,2020-09-20 09:10:43.000000,1.0,1.0,4.0,23.0,13.0,,,,27.0,,,,,,,,,,3.0,,,,,,@kenshohara/theme-nord-extension,,https://www.npmjs.com/package/@kenshohara/theme-nord-extension,27.0,,,,,,,,
270,kernel-relay,True,kernel-relay is a GraphQL service for interfacing with..,https://github.com/nteract/kernel-relay,,kernels,6,nteract/kernel-relay,,,https://github.com/nteract/kernel-relay,2019-02-04 21:12:54.000000,2021-11-08 18:29:35.000000,2019-07-10 04:14:14.000000,5.0,10.0,2.0,10.0,12.0,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,
271,jupyterterminals,True,Jupyter plugin to support inline terminal shells along with..,https://github.com/willkessler/jupyterterminals,,jupyter-extensions,6,willkessler/jupyterterminals,,,https://github.com/willkessler/jupyterterminals,2020-03-08 16:36:18.000000,2021-08-12 05:10:14.000000,2021-05-17 04:32:02.000000,2.0,,1.0,8.0,47.0,,,,,,1.0,1.0,2.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
272,ssh_ipykernel,True,A remote jupyter kernel via ssh.,https://github.com/bernhard-42/ssh_ipykernel,,kernels,6,bernhard-42/ssh_ipykernel,,,https://github.com/bernhard-42/ssh_ipykernel,2019-09-01 17:43:26.000000,2021-08-31 23:00:01.000000,2021-06-28 15:17:55.000000,1.0,,,6.0,81.0,,,,,,,,2.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
273,SSH Authenticator,True,A simple SSH authenticator for JupyterHub.,https://github.com/andreas-h/sshauthenticator,,hub-auth,6,andreas-h/sshauthenticator,,,https://github.com/andreas-h/sshauthenticator,2019-09-03 10:20:22.000000,2019-09-03 15:17:32.000000,2019-09-03 15:17:07.000000,1.0,,,5.0,4.0,,,,,,,,,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
274,nb_black,True,A simple extension for Jupyter Notebook and Jupyter Lab to beautify Python code automatically using Black.,,,magic,6,,nb_black,conda-forge/nb_black,,2019-05-02 16:13:43.498000,2019-11-30 11:30:08.595000,,,,,,,,,,32421.0,4.0,,,,https://pypi.org/project/nb_black,30503.0,https://anaconda.org/conda-forge/nb_black,2019-11-30 11:30:08.595000,57554.0,3.0,,,,,,,,,,,,,,,,,
