,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,license,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
46,nbconvert,True,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,22,jupyter/nbconvert,nbconvert,conda-forge/nbconvert,https://github.com/jupyter/nbconvert,2015-04-09 06:58:23.000,2022-05-23 20:49:56.000000,2022-05-18 03:04:05,471.0,402.0,578.0,1324.0,,2022-04-11 09:11:31,6.5,,12572160.0,32.0,,,242.0,https://pypi.org/project/nbconvert,12480561.0,https://anaconda.org/conda-forge/nbconvert,2022-04-11 11:35:00.503,6686734.0,2.0,,,,,,,,,,,-8.0,,,,,,
47,DataLab,True,Interactive tools and developer experiences for Big Data on..,https://github.com/googledatalab/datalab,,notebook-environments,22,googledatalab/datalab,datalab,,https://github.com/googledatalab/datalab,2014-08-06 18:37:34.000,2022-03-18 08:36:18.000000,2021-08-16 17:52:48,245.0,224.0,667.0,976.0,2054.0,2021-08-16 19:04:35,1.2.20210816,,43676.0,19.0,,,52.0,https://pypi.org/project/datalab,43676.0,,,,2.0,,Apache-2.0,,,,,,,,,,,,,,,
48,pythreejs,True,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,22,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,2013-12-23 17:02:11.000,2022-05-26 14:11:39.000000,2021-12-06 21:48:19,168.0,69.0,144.0,816.0,1667.0,,,,66568.0,15.0,19.0,19.0,29.0,https://pypi.org/project/pythreejs,55597.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505,385213.0,2.0,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,5621.0,,,,,,,,,,,,
49,Mapbox GL,True,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,22,mapbox/mapboxgl-jupyter,mapboxgl,,https://github.com/mapbox/mapboxgl-jupyter,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,127.0,32.0,67.0,607.0,221.0,2019-06-03 21:24:10,0.10.2,,17977.0,14.0,135.0,135.0,21.0,https://pypi.org/project/mapboxgl,17977.0,,,,2.0,,MIT,,,,,,,,,,,,,,,
50,IPython Kernel,True,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,22,ipython/ipykernel,ipykernel,ipykernel,https://github.com/ipython/ipykernel,2015-04-09 07:44:14.000,2022-05-25 19:43:15.000000,2022-05-25 19:43:15,293.0,209.0,197.0,487.0,,2022-04-11 09:22:24,6.13.0,409.0,14059457.0,31.0,,,154.0,https://pypi.org/project/ipykernel,14055670.0,https://anaconda.org/anaconda/ipykernel,2022-05-02 20:19:38.840,292781.0,1.0,,,,,,,,,,,-7.0,,,,,,
51,KubeSpawner,True,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,22,jupyterhub/kubespawner,jupyterhub-kubespawner,,https://github.com/jupyterhub/kubespawner,2015-11-21 07:02:52.000,2022-05-19 17:07:16.000000,2022-05-19 17:01:58,240.0,47.0,237.0,413.0,,,,,2193725.0,,108.0,108.0,69.0,https://pypi.org/project/jupyterhub-kubespawner,2193725.0,,,,1.0,,BSD-3-Clause,,,,,,,,,,,,,,,
52,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,22,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,2015-04-09 09:40:33.000,2022-02-27 21:43:50.000000,2022-01-05 15:51:17,40.0,35.0,61.0,382.0,446.0,,,,94388.0,8.0,1460.0,1460.0,29.0,https://pypi.org/project/nbval,91085.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985,201494.0,2.0,,,,,,,,,,,,,,,,,
53,OAuthenticator,True,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,22,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000,2022-05-24 16:51:02.000000,2022-05-24 16:51:02,303.0,31.0,190.0,339.0,,,,,36381.0,12.0,268.0,268.0,106.0,https://pypi.org/project/oauthenticator,35791.0,https://anaconda.org/conda-forge/oauthenticator,2021-07-19 15:40:38.273,21851.0,1.0,,BSD-3-Clause,,,,,,,,,,,,,,,
54,jupyter_server,True,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,22,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,2016-09-21 19:18:45.000,2022-05-25 04:56:54.000000,2022-05-23 20:50:42,170.0,94.0,183.0,312.0,,2022-04-27 15:26:04,1.17.0,358.0,3769238.0,60.0,,,466.0,https://pypi.org/project/jupyter_server,3734661.0,https://anaconda.org/conda-forge/jupyter_server,2022-04-27 20:53:34.214,1520894.0,3.0,,,,,,,,,,,,,,,,,
55,sos,True,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,22,vatlab/SOS,,,https://github.com/vatlab/sos,2016-02-13 00:46:46.000,2022-05-16 18:08:14.000000,2022-05-16 18:08:10,30.0,60.0,1366.0,228.0,7570.0,2019-05-21 01:06:30,0.9.11,,,51.0,2191.0,2191.0,36.0,,,,,,2.0,,BSD-3-Clause,,,,,,,,,,,,,,,
56,ipywebrtc,True,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,22,maartenbreddels/ipywebrtc,ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,2017-08-10 18:07:51.000,2022-04-09 13:12:41.000000,2021-03-29 11:25:59,32.0,31.0,20.0,209.0,209.0,,,,47090.0,8.0,501.0,501.0,9.0,https://pypi.org/project/ipywebrtc,42328.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469,248517.0,2.0,,MIT,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,403.0,,,,,,,,,,,,
57,Knowledge Repo,True,A next-generation curated knowledge sharing platform for..,https://github.com/airbnb/knowledge-repo,,notebook-sharing,21,airbnb/knowledge-repo,knowledge-repo,,https://github.com/airbnb/knowledge-repo,2016-08-17 23:32:50.000,2022-05-25 02:29:20.000000,2022-05-25 02:29:20,649.0,119.0,166.0,5095.0,981.0,2022-04-08 03:02:43,0.9.1,,487.0,31.0,,,67.0,https://pypi.org/project/knowledge-repo,487.0,,,,3.0,,Apache-2.0,,,,,,,,,,,,,,,
58,Contrib NBextensions,True,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,21,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,2013-07-13 17:05:16.000,2022-04-14 08:30:10.000000,2021-04-06 05:51:36,753.0,318.0,450.0,4835.0,2608.0,2019-01-02 12:23:07,0.5.1,,352966.0,1.0,,,126.0,https://pypi.org/project/jupyter_contrib_nbextensions,352966.0,,,,1.0,,,,,,,,,,,5.0,,,,,,
59,JupyterLab Debugger,True,"A visual debugger for Jupyter notebooks, consoles, and..",https://github.com/jupyterlab/debugger,,lab-extensions,21,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,2019-07-19 18:19:17.000,2022-03-15 11:03:46.000000,2021-03-31 14:20:34,37.0,17.0,245.0,541.0,1174.0,2020-12-10 14:31:28,0.3.7,,97496.0,28.0,,,11.0,,,,,,1.0,,BSD-3-Clause,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,97496.0,,,,,,,,,,,,
60,Resource Usage,True,Jupyter Notebook Extension for monitoring your own Resource..,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,21,jupyter-server/jupyter-resource-usage,jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,2016-04-22 07:01:34.000,2022-05-02 19:18:08.000000,2022-04-27 08:53:26,68.0,31.0,27.0,310.0,193.0,2021-12-06 09:34:12,0.6.1,47.0,37261.0,5.0,,,22.0,https://pypi.org/project/jupyter-resource-usage,18521.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946,487196.0,1.0,,BSD-2-Clause,,,,,,,,,,,,,,,
61,jupyter-server-proxy,True,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,21,jupyterhub/jupyter-server-proxy,jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,2016-10-18 22:02:06.000,2022-04-25 19:13:00.000000,2022-03-29 17:33:31,107.0,61.0,92.0,229.0,,2018-12-10 14:39:58,0.8.8,,2252393.0,15.0,4.0,4.0,62.0,https://pypi.org/project/jupyter-server-proxy,2235205.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2022-01-25 03:13:58.218,670363.0,1.0,,BSD-3-Clause,,,,,,,,,,,,,,,
62,bookstore,True,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,21,nteract/bookstore,bookstore,,https://github.com/nteract/bookstore,2018-10-16 18:54:00.000,2021-08-26 18:26:16.000000,2019-12-09 16:52:07,18.0,34.0,39.0,182.0,619.0,2019-12-03 17:50:40,2.5.0,,2178764.0,6.0,10.0,10.0,7.0,https://pypi.org/project/bookstore,2178764.0,,,,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
63,nbgitpuller,True,Jupyter server extension to sync a git repository one-way to a..,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,21,jupyterhub/nbgitpuller,nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,2017-05-24 19:41:10.000,2022-04-20 12:15:27.000000,2022-03-30 02:22:18,58.0,51.0,78.0,160.0,,,,,9440.0,11.0,465.0,465.0,25.0,https://pypi.org/project/nbgitpuller,8469.0,https://anaconda.org/conda-forge/nbgitpuller,2022-03-20 01:46:35.034,33993.0,1.0,,BSD-3-Clause,,,,,,,,,,,,,,,
64,Jupyter Themes,True,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,20,dunovank/jupyter-themes,jupyterthemes,,https://github.com/dunovank/jupyter-themes,2014-12-10 23:22:23.000,2022-02-03 18:32:35.000000,2022-02-03 18:32:34,1014.0,186.0,197.0,9098.0,636.0,,,,35424.0,,,,43.0,https://pypi.org/project/jupyterthemes,35424.0,,,,2.0,,MIT,,,,,,,,,,,,,,,
65,colabcode,True,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,20,abhishekkrthakur/colabcode,colabcode,,https://github.com/abhishekkrthakur/colabcode,2020-09-09 10:06:26.000,2021-10-28 17:06:53.000000,2021-06-11 15:16:36,243.0,40.0,31.0,1761.0,44.0,,,,30161.0,,70.0,70.0,8.0,https://pypi.org/project/colabcode,30161.0,,,,3.0,,MIT,,,,,,,,,,,,,,,
66,Apache Toree,True,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,20,apache/incubator-toree,toree,,https://github.com/apache/incubator-toree,2016-01-07 08:00:06.000,2022-03-15 19:55:24.000000,2022-03-15 19:55:24,214.0,,,699.0,1150.0,,,,11378.0,,,,103.0,https://pypi.org/project/toree,11378.0,,,,1.0,,Apache-2.0,,,,,,,,,,,,,,,
67,itkwidgets,True,"Interactive Jupyter widgets to visualize images, point sets, and..",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,20,InsightSoftwareConsortium/itkwidgets,itkwidgets,,https://github.com/InsightSoftwareConsortium/itkwidgets,2018-02-15 01:43:39.000,2022-05-24 18:10:55.000000,2022-03-12 13:54:32,55.0,76.0,101.0,435.0,879.0,2021-05-14 15:18:02,0.32.1,64.0,11101.0,14.0,,,21.0,https://pypi.org/project/itkwidgets,9954.0,,,,2.0,,Apache-2.0,itkwidgets,https://www.npmjs.com/package/itkwidgets,1145.0,,,,,,,,,,,,
68,DockerSpawner,True,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,20,jupyterhub/dockerspawner,dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,2014-09-26 20:08:26.000,2022-04-11 21:25:39.000000,2022-04-06 08:59:19,273.0,15.0,236.0,422.0,,,,,6891.0,4.0,121.0,121.0,62.0,https://pypi.org/project/dockerspawner,6628.0,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475,11061.0,2.0,,BSD-3-Clause,,,,,,,,,,,,,,,
69,Octave Kernel,True,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,20,calysto/octave_kernel,octave_kernel,,https://github.com/Calysto/octave_kernel,2014-07-31 01:59:06.000,2022-05-03 22:45:44.000000,2022-05-03 22:45:44,60.0,29.0,141.0,405.0,409.0,2022-03-31 08:36:27,0.34.2,50.0,15150.0,6.0,,,18.0,https://pypi.org/project/octave_kernel,15150.0,,,,1.0,,BSD-3-Clause,,,,,,,,,,,,,,,
70,Appmode,True,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,20,oschuett/appmode,appmode,conda-forge/appmode,https://github.com/oschuett/appmode,2017-03-17 13:33:53.000,2021-11-16 11:28:50.190000,2021-04-26 19:20:06,65.0,4.0,49.0,399.0,96.0,2020-06-09 08:17:47,0.8.0,,5810.0,8.0,316.0,316.0,8.0,https://pypi.org/project/appmode,2857.0,https://anaconda.org/conda-forge/appmode,2021-11-16 11:28:50.190,159487.0,2.0,,MIT,,,,,,,,,,,,,,,
71,JupyterLab Dash,True,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,20,plotly/jupyterlab-dash,jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,2018-11-07 19:47:52.000,2020-05-19 14:20:53.000000,2020-05-19 11:44:34,57.0,20.0,8.0,358.0,41.0,,,,17200.0,2.0,232.0,232.0,7.0,https://pypi.org/project/jupyterlab-dash,3537.0,,,,1.0,,MIT,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,13663.0,,,,,,,,,,,,
72,itables,True,Interactive Tables in Jupyter.,https://github.com/mwouts/itables,,widgets,20,mwouts/itables,itables,,https://github.com/mwouts/itables,2019-04-15 22:09:44.000,2022-05-11 12:17:04.000000,2022-04-13 12:54:46,24.0,9.0,32.0,298.0,,2022-04-13 16:03:45,0.4.7,,7240.0,14.0,116.0,116.0,3.0,https://pypi.org/project/itables,7240.0,,,,2.0,,MIT,,,,,,,,,,,,,,,
73,Metakernel,True,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,20,Calysto/metakernel,metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,2014-08-24 20:53:45.000,2022-05-03 21:31:33.000000,2022-05-03 21:31:33,76.0,28.0,113.0,281.0,,2022-03-29 15:39:45,0.29.0,27.0,434010.0,49.0,,,29.0,https://pypi.org/project/metakernel,426265.0,https://anaconda.org/conda-forge/metakernel,2022-03-29 22:58:53.906,565149.0,1.0,,BSD-3-Clause,,,,,,,,,,,,,,,
74,ipyvuetify,True,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,20,mariobuikhuizen/ipyvuetify,ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,2019-05-14 17:35:51.000,2022-02-07 15:52:42.724000,2022-02-07 12:02:17,43.0,43.0,121.0,253.0,208.0,2022-02-07 15:18:40,1.8.2,,53929.0,28.0,4.0,4.0,10.0,https://pypi.org/project/ipyvuetify,51749.0,https://anaconda.org/conda-forge/ipyvuetify,2022-02-07 15:52:42.724,74124.0,2.0,widgetti/ipyvuetify,MIT,,,,,,,,,,,,,,,
75,ipytest,True,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,20,chmp/ipytest,ipytest,,https://github.com/chmp/ipytest,2016-02-07 20:24:41.000,2022-04-24 12:40:36.000000,2022-02-20 08:36:22,20.0,2.0,45.0,222.0,,2022-02-12 12:24:45,0.1.0,,28640.0,16.0,187.0,187.0,4.0,https://pypi.org/project/ipytest,28640.0,,,,2.0,,MIT,,,,,,,,,8.0,,,,,,
76,jupyter-console,True,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,20,jupyter/jupyter_console,jupyter-console,,https://github.com/jupyter/jupyter_console,2015-04-09 06:58:55.000,2022-03-07 16:00:33.000000,2022-03-07 16:00:25,125.0,56.0,88.0,192.0,,2022-03-07 16:01:45,6.4.3,33.0,5347984.0,3.0,,,58.0,https://pypi.org/project/jupyter-console,5347968.0,,,,3.0,,,,,,,,,,,,,,,,,
77,nbformat,True,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,20,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,2015-04-09 01:07:29.000,2022-05-23 20:49:51.000000,2022-05-18 03:04:24,126.0,46.0,74.0,174.0,,2022-05-03 15:51:21,5.4.0,,12150769.0,16.0,,,65.0,https://pypi.org/project/nbformat,12035777.0,https://anaconda.org/conda-forge/nbformat,2022-05-03 19:45:12.925,8394459.0,2.0,,,,,,,,,,,-7.0,,,,,,
78,Jupyter Sphinx,True,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,20,jupyter/jupyter-sphinx,jupyter_sphinx,,https://github.com/jupyter/jupyter-sphinx,2016-11-15 18:36:37.000,2022-04-03 13:25:01.000000,2022-04-03 13:25:01,49.0,41.0,80.0,146.0,355.0,2020-09-21 17:37:11,0.3.2,,127444.0,3.0,,,25.0,https://pypi.org/project/jupyter_sphinx,127444.0,,,,2.0,,BSD-3-Clause,,,,,,,,,,,,,,,
79,BatchSpawner,True,Custom Spawner for Jupyterhub to start servers in batch scheduled..,https://github.com/jupyterhub/batchspawner,,hub-spawners,20,jupyterhub/batchspawner,batchspawner,,https://github.com/jupyterhub/batchspawner,2015-10-27 03:53:10.000,2022-05-07 17:15:32.000000,2022-04-14 12:04:26,96.0,48.0,73.0,135.0,352.0,2021-04-07 15:14:35,1.1.0,,2135.0,9.0,16.0,16.0,40.0,https://pypi.org/project/batchspawner,2135.0,,,,2.0,,BSD-3-Clause,,,,,,,,,,,,,,,
80,Hydrogen,True,"Run code interactively, inspect data, and plot. All the power of Jupyter..",https://github.com/nteract/hydrogen,,notebook-environments,19,nteract/hydrogen,,,https://github.com/nteract/hydrogen,2015-05-11 01:16:55.000,2022-04-12 06:39:29.000000,2022-03-25 21:26:26,309.0,163.0,1096.0,3800.0,2361.0,2021-06-02 09:44:54,2.16.3,,,90.0,,,89.0,,,,,,3.0,,MIT,,,,,,,,,,,,,,,
81,IJulia.jl,True,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,19,JuliaLang/IJulia.jl,,,https://github.com/JuliaLang/IJulia.jl,2013-03-05 18:20:21.000,2022-04-29 13:52:06.000000,2022-04-11 14:12:51,379.0,96.0,686.0,2465.0,704.0,2022-04-11 14:26:39,1.23.3,,,42.0,,,100.0,,,,,,2.0,,MIT,,,,,,,,,,,,,,,
82,IHaskell,True,A Haskell kernel for IPython.,https://github.com/IHaskell/IHaskell,,kernels,19,gibiansky/IHaskell,,,https://github.com/IHaskell/IHaskell,2013-08-26 07:16:09.000,2022-05-11 02:29:48.000000,2022-05-11 02:29:48,239.0,28.0,703.0,2355.0,2117.0,2015-03-26 05:06:25,0.6,,42.0,1.0,4.0,4.0,107.0,,,,,,2.0,IHaskell/IHaskell,MIT,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,42.0,,,,,,,,,,,,
83,xeus-cling,True,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,19,jupyter-xeus/xeus-cling,,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,2017-04-20 15:35:44.000,2022-03-08 22:30:52.790000,2022-01-17 13:34:34,233.0,132.0,115.0,2208.0,472.0,,,,3476.0,15.0,,,20.0,,,https://anaconda.org/conda-forge/xeus-cling,2022-03-08 22:30:52.790,142524.0,2.0,,BSD-3-Clause,,,,,,,,,,,,,,,
84,docker-python,True,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,19,kaggle/docker-python,,,https://github.com/Kaggle/docker-python,2015-04-14 01:45:38.000,2022-05-26 14:18:33.000000,2022-05-24 18:38:40,789.0,19.0,271.0,2112.0,,2022-05-24 21:50:24,d9d5312f31b4a40782b19a219c8b2a3fef6f62863d330cae84fb1a5627cb137b,,2269.0,73.0,,,146.0,,,,,,3.0,,Apache-2.0,,,,kaggle/python,https://hub.docker.com/r/kaggle/python,2022-05-24 22:13:27.102696,161.0,192929.0,,,,,,,
85,IJavascript,True,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,19,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,2015-02-02 15:46:34.000,2022-01-24 13:30:29.000000,2022-01-24 13:30:28,146.0,51.0,177.0,1837.0,331.0,2021-11-15 23:43:33,5.2.1,,2463.0,33.0,60.0,60.0,15.0,,,,,,2.0,,,ijavascript,https://www.npmjs.com/package/ijavascript,2463.0,,,,,,,,,,,,
86,almond,True,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,19,almond-sh/almond,,,https://github.com/almond-sh/almond,2015-03-10 22:48:50.000,2022-05-26 10:38:32.000000,2022-05-24 22:44:27,215.0,100.0,193.0,1431.0,996.0,,,1170.0,190.0,37.0,,,35.0,,,,,,2.0,,BSD-3-Clause,,,,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2021-08-26 20:33:34.010515,6.0,14149.0,,,,,,,
87,nbgrader,True,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,19,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,2014-09-13 03:27:36.000,2022-05-22 18:22:59.000000,2022-05-18 14:15:39,282.0,199.0,592.0,1085.0,,2022-05-07 06:34:44,0.7.0,,5454.0,20.0,,,90.0,https://pypi.org/project/nbgrader,3730.0,https://anaconda.org/conda-forge/nbgrader,2022-05-07 17:45:25.270,110353.0,2.0,,BSD-3-Clause,,,,,,,,,,,,,,,
88,pyforest,True,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,19,8080labs/pyforest,pyforest,,https://github.com/8080labs/pyforest,2019-08-12 07:35:46.000,2022-03-21 19:03:41.000000,2021-06-14 15:04:41,179.0,9.0,14.0,967.0,196.0,2019-09-02 14:01:33,0.1.2,,9409.0,1.0,,,13.0,https://pypi.org/project/pyforest,9409.0,,,,2.0,,MIT,,,,,,,,,,,,,,,
89,Variable Inspector,True,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,19,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,2018-06-13 18:16:02.000,2022-04-09 09:01:37.000000,2021-10-19 16:52:05,83.0,42.0,115.0,911.0,165.0,2021-04-10 11:39:23,3.0.7,,7163.0,6.0,3.0,3.0,17.0,,,,,,2.0,,BSD-3-Clause,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,7163.0,,,,,,,,,,,,
90,gmaps,True,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,19,pbugnion/gmaps,gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,2014-12-01 09:12:06.000,2022-04-15 13:31:22.000000,2019-07-22 06:22:45,145.0,67.0,136.0,737.0,1380.0,2016-01-02 19:06:03,0.2,,17095.0,20.0,1.0,1.0,16.0,https://pypi.org/project/gmaps,11020.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940,259014.0,3.0,,BSD-3-Clause,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,1759.0,,,,,,,,,,,,
91,JupyterLab TOC,True,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,19,jupyterlab/jupyterlab-toc,,,https://github.com/jupyterlab/jupyterlab-toc,2018-03-12 15:55:19.000,2022-04-09 02:07:41.000000,2021-08-10 23:33:21,103.0,64.0,51.0,722.0,523.0,2018-04-16 17:16:10,0.2.0,,105364.0,1.0,,,14.0,,,,,,2.0,,BSD-3-Clause,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,105364.0,,,,,,,,,,,,
92,What-If Tool,True,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,19,PAIR-code/what-if-tool,witwidget,,https://github.com/PAIR-code/what-if-tool,2018-09-07 20:26:10.000,2022-04-29 03:24:29.000000,2022-01-05 20:19:46,130.0,57.0,48.0,678.0,328.0,2021-10-12 17:36:36,1.8.1,,10831.0,3.0,,,20.0,https://pypi.org/project/witwidget,6494.0,,,,3.0,,Apache-2.0,wit-widget,https://www.npmjs.com/package/wit-widget,4337.0,,,,,,,,,,,,
93,JupyterLab Drawio,True,A standalone embedding of the FOSS drawio / mxgraph package..,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,19,QuantStack/jupyterlab-drawio,,,https://github.com/QuantStack/jupyterlab-drawio,2018-01-31 16:38:30.000,2022-04-10 05:52:52.000000,2021-06-29 12:29:51,62.0,40.0,25.0,532.0,101.0,,,,4524.0,,328.0,328.0,15.0,,,,,,2.0,,BSD-3-Clause,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,4524.0,,,,,,,,,,,,
94,ipysheet,True,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,19,QuantStack/ipysheet,ipysheet,conda-forge/ipysheet,https://github.com/QuantStack/ipysheet,2017-07-10 13:46:31.000,2022-05-16 17:45:53.000000,2021-12-14 18:02:31,61.0,59.0,57.0,490.0,295.0,,,,41965.0,13.0,3.0,3.0,10.0,https://pypi.org/project/ipysheet,36533.0,https://anaconda.org/conda-forge/ipysheet,2021-08-11 12:55:17.098,45978.0,3.0,,MIT,ipysheet,https://www.npmjs.com/package/ipysheet,4283.0,,,,,,,,,,,,
95,pivottablejs,True,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook,..",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,19,nicolaskruchten/jupyter_pivottablejs,pivottablejs,,https://github.com/nicolaskruchten/jupyter_pivottablejs,2015-09-09 13:39:18.000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25,64.0,17.0,40.0,465.0,32.0,2018-01-15 18:11:51,0.9.0,,11958.0,8.0,235.0,235.0,3.0,https://pypi.org/project/pivottablejs,11958.0,,,,3.0,,,,,,,,,,,,,,,,,
