,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,commit_count,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
12,Jupytext,True,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,29,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2023-03-15 08:09:43.000000,2023-02-25 15:00:33,367.0,90.0,479.0,5879.0,2023-02-25 15:01:03,1.14.5,,458346.0,100.0,4716.0,4716.0,78.0,https://pypi.org/project/jupytext,439674.0,https://anaconda.org/conda-forge/jupytext,2023-02-25 18:09:00.417,527826.0,1.0,,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,8522.0,,,,,,,,,,,
13,panel,True,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,others,29,holoviz/panel,panel,conda-forge/panel,https://github.com/holoviz/panel,BSD-3-Clause,2018-08-23 12:14:24.000,2023-03-23 09:43:33.000000,2023-03-22 15:19:43,318.0,654.0,1637.0,2645.0,2023-03-04 22:12:04,0.14.4,,472026.0,45.0,6087.0,6087.0,116.0,https://pypi.org/project/panel,455106.0,https://anaconda.org/conda-forge/panel,2023-03-04 01:00:48.930,896803.0,2.0,,,,,,,,,,,,,,,,,
14,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,29,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2023-03-11 19:36:19.000000,2023-03-11 19:36:19,45.0,34.0,66.0,115.0,2022-11-29 17:22:16,0.7.2,206.0,10879215.0,29.0,94489.0,94489.0,34.0,https://pypi.org/project/nbclient,10661357.0,https://anaconda.org/conda-forge/nbclient,2022-11-30 08:00:35.235,8060379.0,1.0,,,,,,,,,,,,,,,,,
15,nikola,True,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,28,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2023-03-01 21:52:04.000000,2023-03-01 21:52:02,354.0,46.0,2076.0,2416.0,2022-08-01 21:01:18,8.2.3,,1160.0,77.0,474.0,474.0,232.0,https://pypi.org/project/nikola,1160.0,,,,2.0,,10312.0,,,,,,,,,,,,,,,
16,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,28,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2023-03-22 18:14:01.000000,2023-02-26 04:58:34,261.0,107.0,42.0,1664.0,,,,123414.0,3.0,4165.0,4165.0,55.0,https://pypi.org/project/ipython-sql,120754.0,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182,210147.0,1.0,,290.0,,,,,,,,,,,,,,,
17,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,28,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2023-03-02 23:14:04.000000,2023-02-27 17:26:05,208.0,129.0,150.0,1395.0,2023-02-15 19:21:40,0.9.3,,232856.0,28.0,6788.0,6788.0,31.0,https://pypi.org/project/ipympl,206367.0,,,,1.0,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,26489.0,,,,,,,,,,,
18,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,27,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2023-03-03 17:24:33.000000,2022-10-18 22:34:20,373.0,120.0,244.0,5168.0,,,,1118091.0,17.0,4668.0,4668.0,108.0,https://pypi.org/project/papermill,1110827.0,https://anaconda.org/conda-forge/papermill,2022-01-23 14:55:30.846,399573.0,2.0,,,,,,,,,,,,,,,,,
19,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,27,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-03-15 09:22:14.000000,2023-03-06 13:52:52,326.0,39.0,462.0,3946.0,2023-03-03 16:11:11,2.13.0,,218600.0,122.0,648.0,648.0,29.0,https://pypi.org/project/dtale,213320.0,https://anaconda.org/conda-forge/dtale,2023-03-03 16:34:39.567,195387.0,2.0,,671.0,,,,,,,,,,,,,,,
20,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,27,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2023-03-21 03:27:57.000000,2023-03-15 08:46:41,254.0,93.0,460.0,1232.0,2022-12-15 13:25:32,0.41.0,,101763.0,49.0,21.0,21.0,86.0,https://pypi.org/project/jupyterlab-git,94274.0,https://anaconda.org/conda-forge/jupyterlab-git,2022-12-16 08:18:31.363,381982.0,1.0,,1827.0,,,,,,,,,,,,,,,
21,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,26,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-02-18 14:13:46.000000,2023-02-18 14:13:42,863.0,78.0,81.0,7097.0,2019-07-01 16:35:20,1.0.0,,338141.0,4.0,170.0,170.0,30.0,https://pypi.org/project/facets-overview,338141.0,,,,2.0,,274.0,,,,,,,,,,,,,,,
22,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,26,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42.000,2023-03-23 12:33:12.000000,2023-03-23 12:33:09,451.0,267.0,383.0,4627.0,2022-10-26 15:12:41,0.4.0,551.0,185081.0,60.0,9473.0,9473.0,64.0,https://pypi.org/project/voila,179468.0,https://anaconda.org/conda-forge/voila,2022-10-27 07:53:02.986,252459.0,2.0,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,820.0,,,,,,,,,,,
23,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,26,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-03-21 13:01:13.000000,2023-03-21 10:28:32,440.0,217.0,362.0,3421.0,2022-09-02 15:03:28,0.12.36,,163890.0,58.0,38.0,38.0,60.0,https://pypi.org/project/bqplot,146854.0,https://anaconda.org/conda-forge/bqplot,2022-09-02 17:23:26.370,1124450.0,2.0,,3634.0,,bqplot,https://www.npmjs.com/package/bqplot,3324.0,,,,,,,,,,,
24,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,26,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,,2015-09-21 15:35:25.000,2023-02-11 21:00:44.000000,2023-02-11 21:00:43,394.0,131.0,291.0,1206.0,2023-01-30 15:49:38,0.20.4,,36606.0,21.0,298.0,298.0,59.0,https://pypi.org/project/sparkmagic,35593.0,https://anaconda.org/conda-forge/sparkmagic,2023-01-30 19:54:17.953,67933.0,1.0,,1272.0,,,,,,,,,,,,,,,
25,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,26,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2023-03-16 06:40:55.000000,2022-10-21 14:50:27,237.0,47.0,23.0,884.0,2022-04-01 20:13:44,0.4.2,82.0,259508.0,11.0,2562.0,2562.0,10.0,https://pypi.org/project/jupyter-dash,259506.0,,,,2.0,,161.0,,,,,,,,,,,,,,,
26,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,25,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,,2014-06-12 23:22:10.000,2023-03-23 11:02:33.022199,2023-03-23 10:48:52,1808.0,157.0,2087.0,7429.0,,,,248546.0,35.0,2207.0,2207.0,329.0,https://pypi.org/project/jupyterhub,203144.0,https://anaconda.org/conda-forge/jupyterhub,2023-01-27 19:38:01.989,872716.0,1.0,,,,,,,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2023-03-23 11:02:33.022199,324.0,3649851.0,,,,,,
27,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,25,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2023-03-02 22:08:32.000000,2023-03-02 22:08:28,531.0,159.0,1522.0,5984.0,2021-01-26 05:18:38,0.28.0,1425351.0,20388.0,66.0,2.0,2.0,176.0,https://pypi.org/project/nteract_on_jupyter,3006.0,,,,1.0,,10501.0,,,,,,,,,,,,,,,
28,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,25,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2023-03-23 01:26:13.000000,2023-03-23 01:24:34,419.0,102.0,692.0,4098.0,2023-02-03 22:33:26,2.3.11,,63785.0,24.0,,,38.0,https://pypi.org/project/nbdev,63785.0,,,,1.0,,1622.0,,,,,,,,,,,,,,,
29,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,160.0,165.0,260.0,1029.0,2019-12-04 15:06:08,1.1.18,,16219.0,19.0,252.0,252.0,33.0,https://pypi.org/project/pixiedust,15132.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,43510.0,1.0,,2157.0,,,,,,,,,,,,,,,
30,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,24,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,,2013-08-26 18:55:36.000,2023-02-06 14:47:04.000000,2023-01-16 00:02:35,392.0,149.0,288.0,3487.0,,,,12294.0,9.0,2371.0,2371.0,44.0,https://pypi.org/project/RISE,8105.0,https://anaconda.org/conda-forge/rise,2022-11-03 18:17:00.705,255546.0,2.0,,762.0,,,,,,,,,,,,,,,
31,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/widgetti/ipyvolume,,widgets,24,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2023-02-25 14:32:40.000000,2023-02-25 14:32:40,228.0,180.0,130.0,1832.0,,,,76369.0,18.0,15.0,15.0,45.0,https://pypi.org/project/ipyvolume,68490.0,https://anaconda.org/conda-forge/ipyvolume,2023-02-25 10:49:17.977,415699.0,2.0,-3.0,995.0,widgetti/ipyvolume,ipyvolume,https://www.npmjs.com/package/ipyvolume,2185.0,,,,,,,,,,,
32,nbgrader,True,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,24,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2023-03-23 09:56:59.000000,2023-03-21 11:02:11,295.0,226.0,626.0,1165.0,2022-09-27 08:13:34,0.8.1,106.0,8164.0,26.0,408.0,408.0,99.0,https://pypi.org/project/nbgrader,6331.0,https://anaconda.org/conda-forge/nbgrader,2022-09-28 03:43:17.179,135577.0,1.0,,,,,,,,,,,,,,,,,
33,itkwidgets,True,"Interactive Jupyter widgets to visualize images, point sets, and..",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,24,InsightSoftwareConsortium/itkwidgets,itkwidgets,,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2023-03-17 02:56:21.000000,2023-03-17 02:56:21,72.0,101.0,138.0,512.0,2023-03-02 22:39:14,0.32.6,75.0,9486.0,40.0,229.0,229.0,6.0,https://pypi.org/project/itkwidgets,8168.0,,,,2.0,,916.0,,itkwidgets,https://www.npmjs.com/package/itkwidgets,1317.0,,,,,,,,,,,
34,jupyter_server,True,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,24,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,BSD-3-Clause,2016-09-21 19:18:45.000,2023-03-23 09:52:26.000000,2023-03-22 23:36:39,214.0,121.0,260.0,379.0,2023-03-16 15:22:52,2.5.0,1302.0,14090678.0,99.0,,,500.0,https://pypi.org/project/jupyter_server,14009657.0,https://anaconda.org/conda-forge/jupyter_server,2023-03-17 17:33:31.186,4373367.0,3.0,,,,,,,,,,,,,,,,,
35,ipyvuetify,True,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,24,mariobuikhuizen/ipyvuetify,ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2023-03-21 10:59:28.000000,2023-03-21 10:59:02,48.0,53.0,127.0,287.0,2022-02-07 15:18:40,1.8.2,,140988.0,30.0,743.0,743.0,11.0,https://pypi.org/project/ipyvuetify,138423.0,https://anaconda.org/conda-forge/ipyvuetify,2022-09-02 13:29:25.078,112875.0,2.0,,219.0,widgetti/ipyvuetify,,,,,,,,,,,,,,
36,LDAP Authenticator,True,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,24,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,BSD-3-Clause,2016-01-17 05:11:49.000,2023-03-14 15:12:48.000000,2021-06-27 18:55:19,157.0,57.0,82.0,186.0,2018-06-14 12:02:35,1.2.2,,8512.0,3.0,107.0,107.0,31.0,https://pypi.org/project/jupyterhub-ldapauthenticator,7995.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507,29499.0,1.0,,167.0,,,,,,,,,,,,,,,
37,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,,2015-11-16 09:25:53.000,2023-03-13 14:57:03.000000,2023-01-15 17:22:37,143.0,72.0,224.0,2400.0,,,,252761.0,21.0,106.0,106.0,43.0,https://pypi.org/project/nbdime,200004.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,792944.0,2.0,,1976.0,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,42185.0,,,,,,,,,,,
38,IRkernel,True,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,23,IRkernel/IRkernel,,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2023-03-20 04:38:59.340909,2023-03-06 15:57:54,285.0,64.0,516.0,1615.0,2023-01-20 20:54:32,1.3.2,,15460.0,19.0,,,43.0,,,https://anaconda.org/r/r-irkernel,2022-05-31 20:41:46.649,116863.0,1.0,,599.0,,,,,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2023-03-20 04:38:59.340909,53.0,1551151.0,IRkernel,,,,,
39,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,23,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2023-03-22 21:22:48.000000,2023-03-15 15:49:00,276.0,242.0,1337.0,1565.0,2023-02-21 22:35:14,3.14.3,,3093.0,28.0,45.0,45.0,57.0,https://pypi.org/project/elyra,2182.0,https://anaconda.org/conda-forge/elyra,2023-02-21 23:52:11.056,28269.0,1.0,,,,,,,,,,,,,,,,,
40,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,23,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2023-03-22 22:03:05.000000,2023-03-08 08:34:58,309.0,156.0,341.0,1449.0,2022-10-18 19:01:00,2022.10.0,,2895.0,12.0,178.0,178.0,116.0,https://pypi.org/project/jupyter-repo2docker,2895.0,,,,2.0,,,,,,,,,,,,,,,,,
41,pythreejs,True,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,23,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2023-03-16 19:17:40.741000,2023-02-20 00:24:10,175.0,56.0,170.0,855.0,2022-08-31 09:02:38,2.4.1,,95094.0,18.0,24.0,24.0,30.0,https://pypi.org/project/pythreejs,84257.0,https://anaconda.org/conda-forge/pythreejs,2023-03-16 19:17:40.741,467183.0,2.0,,1723.0,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,5140.0,,,,,,,,,,,
42,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,23,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,,2015-04-09 09:40:33.000,2023-03-14 00:55:13.000000,2023-01-11 11:27:13,46.0,37.0,65.0,398.0,,,,134228.0,8.0,2215.0,2215.0,33.0,https://pypi.org/project/nbval,129852.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985,310720.0,2.0,,465.0,,,,,,,,,,,,,,,
43,Resource Usage,True,Jupyter Notebook Extension for monitoring your own Resource..,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,23,jupyter-server/jupyter-resource-usage,jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,BSD-2-Clause,2016-04-22 07:01:34.000,2023-03-21 17:39:41.000000,2023-03-21 17:39:37,85.0,34.0,37.0,362.0,2023-02-20 14:54:36,0.7.2,184.0,38604.0,11.0,321.0,321.0,31.0,https://pypi.org/project/jupyter-resource-usage,24006.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946,525345.0,1.0,,,,,,,,,,,,,,,,,
44,Jupyter Client,True,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,23,jupyter/jupyter_client,jupyter-client,,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2023-03-20 14:43:37.000000,2023-03-20 14:43:33,246.0,153.0,193.0,310.0,2023-03-20 14:43:57,8.1.0,899.0,20391650.0,45.0,,,126.0,https://pypi.org/project/jupyter-client,20391603.0,,,,2.0,,,,,,,,,,,,,,,,,
