,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,license,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
142,First Use Authenticator,True,JupyterHub Authenticator that lets users set..,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,17,jupyterhub/firstuseauthenticator,jupyterhub-firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,2016-10-25 03:09:14.000,2022-02-28 01:42:16.000000,2021-10-28 11:33:41,21.0,6.0,17.0,40.0,,2019-01-24 17:18:45,0.12,,5905.0,2.0,58.0,58.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,5905.0,,,,2.0,BSD-3-Clause,,,,,,,,,,,,,,,,
143,ipydatawidgets,True,A set of widgets to help facilitate reuse of large datasets..,https://github.com/vidartf/ipydatawidgets,,widgets,17,vidartf/ipydatawidgets,ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,2017-07-31 17:37:26.000,2021-01-06 10:43:12.012000,2021-01-04 10:18:53,7.0,3.0,6.0,28.0,266.0,,,,51051.0,6.0,457.0,457.0,5.0,https://pypi.org/project/ipydatawidgets,48120.0,https://anaconda.org/conda-forge/ipydatawidgets,2021-01-06 10:43:12.012,131925.0,3.0,,,,,,,,,,,,,,,,,
144,NBextensions Configurator,True,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,16,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,2016-06-24 22:29:05.000,2021-01-11 10:02:27.000000,2020-03-01 13:46:17,105.0,47.0,32.0,884.0,488.0,2018-12-29 10:52:13,0.4.1,,355674.0,1.0,,,17.0,https://pypi.org/project/jupyter_nbextensions_configurator,355674.0,,,,3.0,,,,,,,,,,,5.0,,,,,,
145,IJava,True,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,16,SpencerPark/IJava,,,https://github.com/SpencerPark/IJava,2017-10-08 04:42:46.000,2020-09-28 07:59:11.000000,2019-12-08 22:22:20,147.0,64.0,57.0,765.0,90.0,2019-05-06 03:28:50,1.3.0,76076.0,1690.0,5.0,,,4.0,,,,,,3.0,MIT,,,,,,,,,,,,,,,,
146,VSCode Jupyter,True,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,16,microsoft/vscode-jupyter,,,https://github.com/microsoft/vscode-jupyter,2020-09-10 23:39:14.000,2022-03-24 14:11:10.000000,2022-03-24 01:40:53,123.0,651.0,6274.0,574.0,,2022-02-16 20:38:09,2022.1.130,,,22.0,,,244.0,,,,,,3.0,MIT,,,,,,,,,,,,,,,,
147,treon,True,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,16,ReviewNB/treon,treon,,https://github.com/ReviewNB/treon,2019-03-29 15:02:35.000,2021-12-21 13:49:08.000000,2020-10-08 09:00:06,19.0,2.0,9.0,280.0,56.0,,,,6200.0,,44.0,44.0,4.0,https://pypi.org/project/treon,6200.0,,,,3.0,MIT,,,,,,,,,,,,,,,,
148,HTTP-over-WebSocket,True,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,16,googlecolab/jupyter_http_over_ws,jupyter_http_over_ws,,https://github.com/googlecolab/jupyter_http_over_ws,2018-03-26 22:52:45.000,2022-03-14 11:09:14.000000,2021-08-30 21:48:24,36.0,21.0,7.0,215.0,29.0,,,,12295.0,,,,3.0,https://pypi.org/project/jupyter_http_over_ws,12295.0,,,,3.0,Apache-2.0,,,,,,,,,,,,,,,,
149,JupyterLab Go-To-Definition,True,Navigate to variable's definition with a click in..,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,16,krassowski/jupyterlab-go-to-definition,,,https://github.com/krassowski/jupyterlab-go-to-definition,2018-12-22 01:18:42.000,2021-08-23 19:48:16.000000,2021-07-28 12:06:05,8.0,10.0,13.0,210.0,89.0,2019-07-05 21:26:30,0.5.0,,3275.0,5.0,11.0,11.0,2.0,,,,,,2.0,BSD-3-Clause,,@krassowski/jupyterlab_go_to_definition,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,3275.0,,,,,,,,,,,,
150,JupyterLab Data Explorer,True,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,16,jupyterlab/jupyterlab-data-explorer,,,https://github.com/jupyterlab/jupyterlab-data-explorer,2019-01-03 21:57:42.000,2022-03-24 01:14:04.000000,2020-05-24 13:16:16,34.0,57.0,34.0,164.0,426.0,,,,132.0,,10.0,10.0,9.0,,,,,,2.0,BSD-3-Clause,,@jupyterlab/dataregistry-extension,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,132.0,,,,,,,,,,,,
151,igv.js widget,True,Extension for Jupyter Notebook which integrates igv.js.,https://github.com/g2nb/igv-jupyter,,widgets,16,igvteam/igv-jupyter,igv-jupyter,,https://github.com/g2nb/igv-jupyter,2016-07-21 18:44:38.000,2022-02-17 21:52:54.000000,2022-02-17 21:52:51,15.0,,41.0,145.0,133.0,2022-02-07 18:33:52,1.0.0,,449.0,9.0,7.0,7.0,5.0,https://pypi.org/project/igv-jupyter,449.0,,,,3.0,MIT,g2nb/igv-jupyter,,,,,,,,,,,,,,,
152,nb_conda,True,Conda environment and package access extension from within Jupyter.,https://github.com/Anaconda-Platform/nb_conda,,jupyter-extensions,16,Anaconda-Platform/nb_conda,,conda-forge/nb_conda,https://github.com/Anaconda-Platform/nb_conda,2015-12-09 23:12:58.000,2022-01-26 14:48:31.000000,2020-09-11 21:06:00,28.0,34.0,28.0,126.0,158.0,,,,4944.0,4.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda,2021-02-08 11:04:25.512,336236.0,3.0,BSD-3-Clause,,,,,,,,,,,,,,,,
153,ipytree,True,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,16,QuantStack/ipytree,ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,2018-09-15 13:17:27.000,2022-01-22 02:51:39.000000,2021-08-10 09:03:01,23.0,17.0,13.0,88.0,103.0,,,,16160.0,7.0,,,8.0,https://pypi.org/project/ipytree,15294.0,https://anaconda.org/conda-forge/ipytree,2021-03-03 13:15:38.895,31185.0,3.0,MIT,,,,,,,,,,,,,,,,
154,Rsession Proxy,True,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,16,jupyterhub/jupyter-rsession-proxy,jupyter-rsession-proxy,,https://github.com/jupyterhub/jupyter-rsession-proxy,2016-12-09 06:26:18.000,2021-12-22 18:40:07.000000,2021-12-22 18:40:06,60.0,26.0,42.0,88.0,219.0,,,,2514.0,,37.0,37.0,19.0,https://pypi.org/project/jupyter-rsession-proxy,2514.0,,,,3.0,BSD-3-Clause,,,,,,,,,,,,,,,,
155,JupyterLab IFrame,True,JupyterLab iframe widget.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,16,timkpaine/jupyterlab_iframe,jupyterlab_iframe,,https://github.com/timkpaine/jupyterlab_iframe,2018-03-12 02:34:47.000,2022-03-20 18:05:20.000000,2022-03-20 16:23:03,15.0,4.0,61.0,79.0,,2022-03-20 16:27:26,0.4.2,,2203.0,15.0,3.0,3.0,5.0,https://pypi.org/project/jupyterlab_iframe,1073.0,,,,2.0,Apache-2.0,,jupyterlab_iframe,https://www.npmjs.com/package/jupyterlab_iframe,1130.0,,,,,,,,,,,,
156,SystemdSpawner,True,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,16,jupyterhub/systemdspawner,jupyterhub-systemdspawner,,https://github.com/jupyterhub/systemdspawner,2016-09-06 07:20:44.000,2022-01-26 17:24:06.000000,2021-08-06 12:10:14,37.0,26.0,30.0,75.0,146.0,,,,1944.0,,20.0,20.0,17.0,https://pypi.org/project/jupyterhub-systemdspawner,1944.0,,,,3.0,BSD-3-Clause,,,,,,,,,,,,,,,,
157,niwidgets,True,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,16,nipy/niwidgets,niwidgets,,https://github.com/nipy/niwidgets,2017-09-11 22:20:27.000,2022-03-11 23:45:50.000000,2020-03-24 14:27:42,33.0,17.0,17.0,72.0,242.0,,,,204.0,,27.0,27.0,16.0,https://pypi.org/project/niwidgets,204.0,,,,3.0,Apache-2.0,,,,,,,,,,,,,,,,
158,ipyregulartable,True,"High performance, editable, stylable datagrids in jupyter..",https://github.com/jpmorganchase/ipyregulartable,,widgets,16,jpmorganchase/ipyregulartable,ipyregulartable,,https://github.com/jpmorganchase/ipyregulartable,2020-06-15 21:45:08.000,2022-03-04 20:39:11.000000,2022-03-04 20:39:11,10.0,10.0,15.0,60.0,,,,,114010.0,5.0,9.0,9.0,5.0,https://pypi.org/project/ipyregulartable,209.0,,,,3.0,Apache-2.0,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,113801.0,,,,,,,,,,,,
159,jdaviz,True,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,16,spacetelescope/jdaviz,jdaviz,,https://github.com/spacetelescope/jdaviz,2019-05-07 17:54:06.000,2022-03-24 14:06:44.000000,2022-03-23 14:21:30,28.0,225.0,313.0,54.0,,2022-03-02 13:06:22,2.3.0,,521.0,4.0,,,25.0,https://pypi.org/project/jdaviz,521.0,,,,3.0,BSD-3-Clause,,,,,,,,,,,,,,,,
160,jupyter-archive,True,"A Jupyter/Jupyterlab extension to make, download and extract..",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,16,jupyterlab-contrib/jupyter-archive,,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,2019-07-25 17:15:19.000,2022-03-23 08:49:12.893000,2022-03-22 12:11:00,9.0,1.0,32.0,53.0,204.0,2022-03-22 12:13:05,3.3.0,3252.0,804.0,23.0,,,8.0,,,https://anaconda.org/conda-forge/jupyter-archive,2022-03-23 08:49:12.893,20073.0,3.0,BSD-3-Clause,,,,,,,,,,,,,,,,
161,ipyscales,True,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,16,vidartf/ipyscales,ipyscales,conda-forge/ipyscales,https://github.com/vidartf/ipyscales,2017-08-24 20:16:19.000,2021-01-06 10:53:16.793000,2021-01-05 12:56:43,3.0,2.0,4.0,13.0,172.0,,,,1410.0,7.0,52.0,52.0,4.0,https://pypi.org/project/ipyscales,266.0,https://anaconda.org/conda-forge/ipyscales,2021-01-06 10:53:16.793,51510.0,3.0,BSD-3-Clause,,,,,,,,,,,,,,,,
162,geonotebook,True,A Jupyter notebook extension for geospatial visualization and..,https://github.com/OpenGeoscience/geonotebook,,widgets,15,OpenGeoscience/geonotebook,,,https://github.com/OpenGeoscience/geonotebook,2016-07-26 19:48:45.000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00,139.0,37.0,46.0,1039.0,647.0,,,,1930.0,,,,9.0,,,,,,3.0,Apache-2.0,,,,,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,7.0,131270.0,,,,,,,
163,heat,True,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,15,csurfer/pyheatmagic,py-heat-magic,,https://github.com/csurfer/pyheatmagic,2017-08-18 20:35:01.000,2021-09-10 21:27:13.000000,2021-09-10 21:27:13,22.0,2.0,3.0,979.0,34.0,,,,999.0,,25.0,25.0,3.0,https://pypi.org/project/py-heat-magic,999.0,,,,2.0,MIT,,,,,,,,,,,,,,,,
164,clojupyter,True,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,15,clojupyter/clojupyter,,simplect/clojupyter,https://github.com/clojupyter/clojupyter,2014-05-09 07:09:06.000,2021-12-29 07:49:50.000000,2021-12-29 07:49:50,73.0,17.0,79.0,730.0,283.0,,,,90.0,7.0,,,26.0,,,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302,2799.0,3.0,MIT,,,,,simplect/clojupyter,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,367.0,,,,,,,
165,Wolfram Kernel,True,Wolfram Language kernel for Jupyter notebooks.,https://github.com/WolframResearch/WolframLanguageForJupyter,,kernels,15,WolframResearch/WolframLanguageForJupyter,,,https://github.com/WolframResearch/WolframLanguageForJupyter,2019-01-18 19:37:06.000,2022-02-23 01:53:13.000000,2022-02-19 09:55:04,90.0,26.0,63.0,699.0,143.0,,,5258.0,159.0,3.0,,,7.0,,,,,,3.0,MIT,,,,,,,,,,,,,,,,
166,jupyter-notify,True,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,15,ShopRunner/jupyter-notify,jupyternotify,,https://github.com/ShopRunner/jupyter-notify,2017-06-01 14:08:55.000,2021-04-27 16:57:08.000000,2021-04-27 14:56:38,33.0,11.0,11.0,553.0,,2018-01-08 14:51:41,0.1.15,,1543.0,4.0,,,11.0,https://pypi.org/project/jupyternotify,1543.0,,,,2.0,BSD-3-Clause,,,,,,,,,,,,,,,,
167,jupyter-tensorboard,True,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,15,lspvic/jupyter_tensorboard,jupyter-tensorboard,,https://github.com/lspvic/jupyter_tensorboard,2017-08-22 08:05:13.000,2022-02-07 02:58:37.000000,2020-02-16 06:42:48,69.0,39.0,29.0,449.0,69.0,,,,3615.0,,,,4.0,https://pypi.org/project/jupyter-tensorboard,3615.0,,,,3.0,MIT,,,,,,,,,,,,,,,,
168,JupyterLab SQL,True,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,15,pbugnion/jupyterlab-sql,jupyterlab_sql,,https://github.com/pbugnion/jupyterlab-sql,2019-02-01 09:37:05.000,2022-03-02 16:25:58.000000,2020-01-04 12:02:35,43.0,37.0,37.0,365.0,634.0,,,,1246.0,,,,2.0,https://pypi.org/project/jupyterlab_sql,1246.0,,,,3.0,MIT,,,,,,,,,,,,,,,,
169,blackcellmagic,True,IPython magic command to format python code in cell using..,https://github.com/csurfer/blackcellmagic,,magic,15,csurfer/blackcellmagic,blackcellmagic,,https://github.com/csurfer/blackcellmagic,2018-04-25 14:27:26.000,2021-09-18 19:09:47.000000,2021-09-18 19:09:46,9.0,3.0,5.0,294.0,18.0,,,,4687.0,,136.0,136.0,3.0,https://pypi.org/project/blackcellmagic,4687.0,,,,2.0,MIT,,,,,,,,,,,,,,,,
170,JupyterLab Tensorboard,True,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,15,chaoleili/jupyterlab_tensorboard,,,https://github.com/chaoleili/jupyterlab_tensorboard,2018-08-14 12:36:26.000,2022-01-22 02:42:37.000000,2021-02-24 06:31:50,29.0,16.0,10.0,288.0,31.0,,,,7395.0,,2.0,2.0,6.0,,,,,,3.0,MIT,,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,7395.0,,,,,,,,,,,,
171,nbinteract,True,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,15,SamLau95/nbinteract,nbinteract,,https://github.com/SamLau95/nbinteract,2017-08-31 00:16:20.000,2022-02-26 04:09:27.000000,2021-04-15 20:39:36,20.0,29.0,41.0,210.0,590.0,,,,1436.0,,1.0,1.0,8.0,https://pypi.org/project/nbinteract,1436.0,,,,3.0,BSD-3-Clause,,,,,,,,,,,,,,,,
172,jupyterlab-execute-time,True,Execute Time Plugin for Jupyter Lab.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,15,deshaw/jupyterlab-execute-time,,,https://github.com/deshaw/jupyterlab-execute-time,2020-04-07 22:27:30.000,2022-03-05 01:04:12.000000,2022-03-05 01:04:11,29.0,3.0,27.0,203.0,36.0,,,,3274.0,,,,11.0,,,,,,3.0,BSD-3-Clause,,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,3274.0,,,,,,,,,,,,
173,Jupyter Bokeh,True,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,15,bokeh/jupyter_bokeh,jupyter-bokeh,,https://github.com/bokeh/jupyter_bokeh,2017-08-14 23:01:29.000,2022-03-23 07:09:52.000000,2022-03-23 07:09:49,36.0,4.0,78.0,194.0,,,,,27322.0,,,,16.0,https://pypi.org/project/jupyter-bokeh,5665.0,,,,3.0,BSD-3-Clause,,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,21657.0,,,,,,,,,,,,
174,Jupyter Spark,True,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,15,mozilla/jupyter-spark,jupyter-spark,,https://github.com/mozilla/jupyter-spark,2016-01-27 15:38:50.000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11,30.0,13.0,14.0,190.0,106.0,,,,702.0,,16.0,16.0,12.0,https://pypi.org/project/jupyter-spark,702.0,,,,3.0,MPL-2.0,,,,,,,,,,,,,,,,
175,cdsdashboards,True,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,15,ideonate/cdsdashboards,cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,2020-04-28 13:51:31.000,2022-02-04 16:33:56.000000,2022-02-04 16:33:56,32.0,29.0,55.0,155.0,452.0,,,,2176.0,19.0,,,12.0,https://pypi.org/project/cdsdashboards,1146.0,https://anaconda.org/conda-forge/cdsdashboards,2021-10-28 20:01:06.914,20607.0,3.0,,,,,,,,,,,,,,,,,
176,ipylab,True,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,15,jtpio/ipylab,ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,2019-11-15 19:52:12.000,2022-03-01 08:11:44.000000,2022-02-28 07:33:00,6.0,9.0,19.0,99.0,,2021-11-13 10:58:20,0.5.2,30.0,1899.0,11.0,,,6.0,https://pypi.org/project/ipylab,1573.0,https://anaconda.org/conda-forge/ipylab,2021-11-13 16:03:39.438,9123.0,3.0,BSD-3-Clause,,,,,,,,,,,,,,,,
177,nbzip,True,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,15,data-8/nbzip,nbzip,,https://github.com/data-8/nbzip,2017-09-30 17:32:31.000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25,15.0,9.0,5.0,77.0,43.0,,,,845.0,,268.0,268.0,6.0,https://pypi.org/project/nbzip,845.0,,,,3.0,Apache-2.0,,,,,,,,,,,,,,,,
178,JupyterLab Quickopen,True,Quickly open a file in JupyterLab by typing part of its..,https://github.com/parente/jupyterlab-quickopen,,lab-extensions,15,parente/jupyterlab-quickopen,jupyterlab-quickopen,,https://github.com/parente/jupyterlab-quickopen,2018-12-04 01:00:58.000,2022-02-27 17:18:29.000000,2021-12-12 18:25:55,7.0,,,71.0,56.0,2021-12-12 18:28:02,1.2.0,,564.0,3.0,,,5.0,https://pypi.org/project/jupyterlab-quickopen,517.0,,,,3.0,BSD-3-Clause,,@parente/jupyterlab-quickopen,https://www.npmjs.com/package/@parente/jupyterlab-quickopen,47.0,,,,,,,,,,,,
179,WrapSpawner,True,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,15,jupyterhub/wrapspawner,,,https://github.com/jupyterhub/wrapspawner,2016-09-21 21:48:31.000,2022-03-04 23:33:51.000000,2022-03-04 23:33:51,48.0,14.0,14.0,49.0,35.0,2022-03-02 16:00:43,1.0.1,,,2.0,6.0,6.0,16.0,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,,,,,,
180,jupyterlab-sos,True,Jupyterlab extension for SoS Polyglot Notebook and Workflow..,https://github.com/vatlab/jupyterlab-sos,,lab-extensions,15,vatlab/jupyterlab-sos,,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,2018-03-20 16:07:18.000,2022-02-15 23:26:22.000000,2022-02-15 23:26:20,3.0,10.0,48.0,49.0,310.0,2019-09-02 19:30:02,0.5.0,,624.0,11.0,,,4.0,,,https://anaconda.org/conda-forge/jupyterlab-sos,2021-04-16 15:33:43.971,13789.0,3.0,BSD-3-Clause,,jupyterlab-sos,https://www.npmjs.com/package/jupyterlab-sos,165.0,,,,,,,,,,,,
181,SudoSpawner,True,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,15,jupyterhub/sudospawner,sudospawner,,https://github.com/jupyterhub/sudospawner,2014-11-24 23:21:36.000,2021-09-10 08:58:36.000000,2021-09-10 08:58:36,36.0,17.0,20.0,41.0,115.0,,,,1334.0,,36.0,36.0,14.0,https://pypi.org/project/sudospawner,1334.0,,,,3.0,BSD-3-Clause,,,,,,,,,,,,,,,,
182,evidently,True,Interactive reports to analyze machine learning models during..,https://github.com/evidentlyai/evidently,,widgets,14,evidentlyai/evidently,,,https://github.com/evidentlyai/evidently,2020-11-25 15:20:08.000,2022-03-23 18:00:11.000000,2022-03-23 17:33:31,196.0,27.0,54.0,2215.0,,,,,,25.0,,,15.0,,,,,,3.0,Apache-2.0,,,,,,,,,,,,,,,,
183,Bash Kernel,True,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,14,takluyver/bash_kernel,bash_kernel,,https://github.com/takluyver/bash_kernel,2014-06-27 00:27:25.000,2022-03-22 10:45:28.000000,2019-07-22 16:06:53,103.0,40.0,53.0,573.0,86.0,2016-04-07 16:41:34,0.4.1,2838.0,4913.0,1.0,,,13.0,https://pypi.org/project/bash_kernel,4874.0,,,,3.0,,,,,,,,,,,,,,,,,
184,py_d3,True,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,14,ResidentMario/py_d3,py_d3,,https://github.com/ResidentMario/py_d3,2016-08-28 03:38:28.000,2022-02-20 00:55:57.000000,2022-02-20 00:55:56,37.0,1.0,15.0,440.0,41.0,,,,368.0,,,,4.0,https://pypi.org/project/py_d3,368.0,,,,3.0,MIT,,,,,,,,,,,,,,,,
185,nbgather,True,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,14,microsoft/gather,,,https://github.com/microsoft/gather,2018-10-08 23:32:10.000,2022-02-12 09:57:23.000000,2020-02-14 15:11:45,27.0,10.0,16.0,429.0,343.0,,,,42.0,,,,12.0,,,,,,3.0,MIT,,nbgather,https://www.npmjs.com/package/nbgather,42.0,,,,,,,,,,,,
186,Matlab Kernel,True,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,14,calysto/matlab_kernel,matlab_kernel,,https://github.com/Calysto/matlab_kernel,2015-01-31 12:51:06.000,2021-09-14 19:55:27.000000,2020-11-09 20:41:43,72.0,25.0,102.0,419.0,210.0,2017-10-17 21:39:32,0.15.0,,1551.0,1.0,,,17.0,https://pypi.org/project/matlab_kernel,1551.0,,,,3.0,,,,,,,,,,,,,,,,,
187,IElixir,True,Jupyter's kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,14,pprzetacznik/IElixir,,,https://github.com/pprzetacznik/IElixir,2015-07-06 11:39:08.000,2021-12-03 09:17:20.000000,2021-03-20 17:27:38,38.0,10.0,20.0,339.0,282.0,2020-11-15 17:48:03,0.9.21,,3.0,8.0,,,19.0,,,,,,3.0,Apache-2.0,,,,,pprzetacznik/ielixir,https://hub.docker.com/r/pprzetacznik/ielixir,2021-03-20 17:48:12.317861,1.0,316.0,,,,,,ielixir,
188,gpu-jupyter,True,Leverage the flexibility of Jupyterlab through the power of your..,https://github.com/iot-salzburg/gpu-jupyter,,notebook-environments,14,iot-salzburg/gpu-jupyter,,,https://github.com/iot-salzburg/gpu-jupyter,2019-11-12 20:10:23.000,2022-03-21 21:19:10.000000,2022-02-23 08:01:51,117.0,7.0,42.0,331.0,215.0,2021-04-08 06:54:08,1.4_cuda-11.0_ubuntu-18.04,,,5.0,,,10.0,,,,,,3.0,Apache-2.0,,,,,,,,,,,,,,,,
189,JupyterWith,True,declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyterWith,,notebook-tools,14,tweag/jupyterWith,,,https://github.com/tweag/jupyterWith,2018-12-18 10:10:58.000,2022-03-22 06:04:43.000000,2022-03-22 06:04:42,76.0,39.0,54.0,318.0,376.0,,,,,,,,28.0,,,,,,3.0,MIT,,,,,,,,,,,,,,,,
190,nbopen,True,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,14,takluyver/nbopen,nbopen,,https://github.com/takluyver/nbopen,2014-07-09 03:24:47.000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18,51.0,36.0,26.0,270.0,57.0,,,,1653.0,,,,10.0,https://pypi.org/project/nbopen,1653.0,,,,3.0,BSD-3-Clause,,,,,,,,,,,,,,,,
191,JupyterLab Chart Editor,True,JupyterLab extension for Plotly's react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,14,plotly/jupyterlab-chart-editor,,,https://github.com/plotly/jupyterlab-chart-editor,2018-01-23 18:18:38.000,2021-08-10 22:24:09.000000,2021-03-10 20:56:11,20.0,12.0,19.0,204.0,71.0,2021-03-10 20:57:44,4.14.3,,1348.0,6.0,3.0,3.0,5.0,,,,,,3.0,,,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,1348.0,,,,,,,,,,,,
192,naas,True,"Schedule notebooks, run them like APIs, expose securely your assets:..",https://github.com/jupyter-naas/naas,,notebook-tools,14,jupyter-naas/naas,naas,,https://github.com/jupyter-naas/naas,2020-09-20 17:09:00.000,2022-03-21 20:05:02.000000,2022-03-21 09:50:17,14.0,21.0,106.0,175.0,,,,,17338.0,,3.0,3.0,17.0,https://pypi.org/project/naas,17338.0,,,,3.0,AGPL-3.0,,,,,,,,,,,,,,,,
193,Collapsible Headings,True,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,14,aquirdTurtle/Collapsible_Headings,,,https://github.com/aquirdTurtle/Collapsible_Headings,2019-07-29 01:45:30.000,2022-03-24 09:59:24.000000,2021-05-22 01:41:35,7.0,8.0,22.0,163.0,98.0,,,,2232.0,,,,6.0,,,,,,3.0,BSD-3-Clause,,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,2232.0,,,,,,,,,,,,
