,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,updated_github_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
217,py_d3,True,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,12,ResidentMario/py_d3,py_d3,,https://github.com/ResidentMario/py_d3,MIT,2016-08-28 03:38:28.000,2022-02-20 00:55:57.000000,2022-02-20 00:55:56,38.0,1.0,15.0,443.0,41.0,,,,105.0,,,,4.0,https://pypi.org/project/py_d3,105.0,,,,3.0,,,,,,,,,,,,,,,,
218,F# Kernel,True,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,12,fsprojects/IfSharp,,,https://github.com/fsprojects/IfSharp,,2013-12-03 21:25:01.000,2022-03-17 09:11:27.000000,2022-03-17 09:11:22,67.0,13.0,127.0,434.0,,2020-03-08 20:03:38,3.0.4,5395.0,58.0,15.0,,,28.0,,,,,,3.0,,,,,fsprojects/ifsharp,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,674.0,,,,,,,
219,ICSharp,True,C# kernel for Jupyter.,https://github.com/zabirauf/icsharp,,kernels,12,zabirauf/icsharp,,,https://github.com/zabirauf/icsharp,Apache-2.0,2014-09-22 07:57:50.000,2022-06-22 17:44:39.000000,2018-09-23 04:19:45,57.0,33.0,13.0,266.0,45.0,,,,,,,,10.0,,,,,,3.0,,,,,,,,,,,,,,,,
220,SQLCell,True,"SQLCell is a magic function for the Jupyter Notebook that executes raw,..",https://github.com/tmthyjames/SQLCell,,magic,12,tmthyjames/SQLCell,sqlcell,,https://github.com/tmthyjames/SQLCell,MIT,2016-08-15 01:54:46.000,2022-08-10 18:45:34.000000,2020-10-06 02:14:24,10.0,60.0,24.0,149.0,310.0,,,,20.0,,1.0,1.0,14.0,https://pypi.org/project/sqlcell,20.0,,,,3.0,,,,,,,,,,,,,,,,
221,Material Darker Theme,True,The Material Darker theme for JupyterLab.,https://github.com/oriolmirosa/jupyterlab_materialdarker,,lab-themes,12,oriolmirosa/jupyterlab_materialdarker,,,https://github.com/oriolmirosa/jupyterlab_materialdarker,BSD-3-Clause,2018-03-07 23:24:13.000,2022-07-20 09:30:09.000000,2021-08-31 15:09:09,15.0,3.0,14.0,133.0,49.0,,,,653.0,,4.0,4.0,2.0,,,,,,3.0,@oriolmirosa/jupyterlab_materialdarker,https://www.npmjs.com/package/@oriolmirosa/jupyterlab_materialdarker,653.0,,,,,,,,,,,,,
222,jupyter-fs,True,A filesystem-like contents manager for multiple backends in Jupyter.,https://github.com/jpmorganchase/jupyter-fs,,lab-extensions,12,jpmorganchase/jupyter-fs,jupyter-fs,,https://github.com/jpmorganchase/jupyter-fs,Apache-2.0,2019-09-24 17:44:10.000,2022-07-20 06:55:18.000000,2022-04-29 05:20:16,24.0,13.0,42.0,121.0,,,,,351.0,,,,9.0,https://pypi.org/project/jupyter-fs,351.0,,,,3.0,,,,,,,,,,,,,,,,
223,nbcelltests,True,Cell-by-cell testing for production Jupyter notebooks in..,https://github.com/jpmorganchase/nbcelltests,,lab-extensions,12,jpmorganchase/nbcelltests,nbcelltests,,https://github.com/jpmorganchase/nbcelltests,Apache-2.0,2018-08-23 23:51:41.000,2022-07-20 08:09:40.000000,2022-04-30 13:25:35,16.0,31.0,83.0,64.0,,2020-10-05 14:23:28,0.2.3,,45.0,11.0,,,7.0,https://pypi.org/project/nbcelltests,20.0,,,,3.0,jupyterlab_celltests,https://www.npmjs.com/package/jupyterlab_celltests,25.0,,,,,,,,,,,,,
224,Horizon Theme,True,VSCode Horizon Theme port for JupyterLab.,https://github.com/mohirio/jupyterlab-horizon-theme,,lab-themes,12,mohirio/jupyterlab-horizon-theme,,,https://github.com/mohirio/jupyterlab-horizon-theme,BSD-3-Clause,2019-06-07 08:46:59.000,2022-03-17 13:56:35.000000,2021-04-11 16:55:54,3.0,1.0,4.0,52.0,25.0,,,,2598.0,,,,,,,,,,3.0,@mohirio/jupyterlab-horizon-theme,https://www.npmjs.com/package/@mohirio/jupyterlab-horizon-theme,2598.0,,,,,,,,,,,,,
225,JupyterLab Python Files,True,JupyterLab extension to create Python files.,https://github.com/jtpio/jupyterlab-python-file,,lab-extensions,12,jtpio/jupyterlab-python-file,,,https://github.com/jtpio/jupyterlab-python-file,BSD-3-Clause,2018-10-17 22:21:21.000,2021-08-27 11:18:53.000000,2021-08-27 11:18:51,10.0,1.0,8.0,52.0,,2021-06-23 21:13:28,0.5.5,77.0,731.0,5.0,,,4.0,,,,,,3.0,jupyterlab-python-file,https://www.npmjs.com/package/jupyterlab-python-file,728.0,,,,,,,,,,,,,
226,JupyterLab Flake8,True,A jupyterlab extension to email notebooks directly from..,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,12,timkpaine/jupyterlab_email,,,https://github.com/timkpaine/jupyterlab_email,Apache-2.0,2018-08-07 14:14:40.000,2022-07-21 13:47:11.000000,2022-07-21 13:47:09,2.0,4.0,32.0,51.0,,2022-03-15 23:36:24,0.2.4,,200.0,13.0,,,2.0,,,,,,3.0,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,200.0,,,,,,,,,,,,,
227,jupyterlab_commands,True,Add arbitrary python commands to the jupyterlab command palette.,https://github.com/timkpaine/jupyterlab_commands,,lab-extensions,12,timkpaine/jupyterlab_commands,,,https://github.com/timkpaine/jupyterlab_commands,Apache-2.0,2018-08-01 15:55:08.000,2022-07-21 13:47:04.000000,2022-07-21 13:47:02,6.0,2.0,22.0,37.0,,2022-04-11 19:07:46,0.3.4,,,13.0,3.0,3.0,2.0,,,,,,3.0,,,,,,,,,,,,,,,,
228,pick,True,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,12,nteract/pick,pick,,https://github.com/nteract/pick,BSD-3-Clause,2020-04-08 23:47:09.000,2021-07-23 05:39:29.000000,2020-11-04 01:10:24,7.0,4.0,5.0,31.0,,,,,34973.0,,,,5.0,https://pypi.org/project/pick,34973.0,,,,3.0,,,,,,,,,,,,,,,,
229,Kernel Management,True,Experimental new kernel management framework for Jupyter.,https://github.com/takluyver/jupyter_kernel_mgmt,,notebook-tools,12,takluyver/jupyter_kernel_mgmt,jupyter-kernel-mgmt,,https://github.com/takluyver/jupyter_kernel_mgmt,,2018-04-01 20:06:08.000,2020-08-27 01:11:14.000000,2020-01-29 22:31:34,7.0,11.0,14.0,13.0,1783.0,2020-01-15 19:12:57,0.5.1,17.0,37.0,3.0,,,74.0,https://pypi.org/project/jupyter-kernel-mgmt,37.0,,,,3.0,,,,,,,,,,,,,,,,
230,jupyter-nbrequirements,True,Dependency management and optimization in Jupyter..,https://github.com/thoth-station/jupyter-nbrequirements,,jupyter-extensions,12,thoth-station/jupyter-nbrequirements,,,https://github.com/thoth-station/jupyter-nbrequirements,MIT,2019-06-25 06:48:06.000,2022-07-29 23:03:17.000000,2021-10-21 06:25:29,4.0,,32.0,13.0,348.0,2019-12-09 18:41:20,0.5.0,,,3.0,,,12.0,,,,,,3.0,,,,,,,,,,,,,,,,
231,jupyter2slides,True,Cloud Native Presentation Slides with Jupyter Notebook +..,https://github.com/datitran/jupyter2slides,,notebook-tools,11,datitran/jupyter2slides,,,https://github.com/datitran/jupyter2slides,MIT,2016-07-26 12:38:17.000,2019-09-03 14:54:44.000000,2018-12-28 18:34:22,166.0,11.0,4.0,771.0,11.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
232,jupyter-flex,True,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,11,danielfrg/jupyter-flex,,,https://github.com/danielfrg/jupyter-flex,Apache-2.0,2019-12-13 20:19:40.000,2022-07-21 14:30:24.000000,2022-06-22 18:38:58,46.0,12.0,44.0,249.0,,,,,,,1.0,1.0,4.0,,,,,,3.0,,,,,,,,,,,,,,,,
233,jupyter-manim,True,manim cell magic for IPython/Jupyter to show the output video.,https://github.com/krassowski/jupyter-manim,,magic,11,krassowski/jupyter-manim,,,https://github.com/krassowski/jupyter-manim,MIT,2019-05-22 14:18:39.000,2022-01-02 21:32:22.000000,2022-01-02 21:32:22,11.0,6.0,19.0,183.0,42.0,2020-04-12 11:15:09,1.3,,,6.0,,,5.0,,,,,,3.0,,,,,,,,,,,,,,,,
234,ipyexperiments,True,jupyter/ipython experiment containers for GPU and general..,https://github.com/stas00/ipyexperiments,,notebook-tools,11,stas00/ipyexperiments,ipyexperiments,,https://github.com/stas00/ipyexperiments,,2018-11-15 01:19:40.000,2021-12-07 18:50:39.000000,2021-12-07 18:50:38,11.0,,5.0,151.0,203.0,,,,140.0,,6.0,6.0,3.0,https://pypi.org/project/ipyexperiments,140.0,,,,3.0,,,,,,,,,,,,,,,,
235,Jupyter DataTables,True,Jupyter Notebook extension leveraging pandas DataFrames..,https://github.com/CermakM/jupyter-datatables,,widgets,11,CermakM/jupyter-datatables,jupyter-datatables,,https://github.com/CermakM/jupyter-datatables,MIT,2019-03-28 20:55:12.000,2019-12-11 12:10:31.000000,2019-12-11 12:10:07,15.0,13.0,15.0,142.0,147.0,,,,355.0,,,,4.0,https://pypi.org/project/jupyter-datatables,355.0,,,,3.0,,,,,,,,,,,,,,,,
236,xeus-sqlite,True,Jupyter kernel for SQLite.,https://github.com/jupyter-xeus/xeus-sqlite,,kernels,11,jupyter-xeus/xeus-sqlite,,,https://github.com/jupyter-xeus/xeus-sqlite,BSD-3-Clause,2020-03-11 11:24:36.000,2022-03-15 21:55:10.000000,2022-03-15 21:54:54,21.0,11.0,30.0,135.0,276.0,,,,,,,,12.0,,,,,,3.0,,,,,,,,,,,,,,,,
237,jupyterlab-celltags,True,A JupyterLab extension for notebook cell tags.,https://github.com/jupyterlab/jupyterlab-celltags,,lab-extensions,11,jupyterlab/jupyterlab-celltags,,,https://github.com/jupyterlab/jupyterlab-celltags,BSD-3-Clause,2018-06-18 22:02:23.000,2020-04-29 18:27:31.000000,2020-04-29 18:26:29,25.0,11.0,7.0,109.0,441.0,,,,,,,,10.0,,,,,,3.0,,,,,,,,,,,,,,,,
238,jnotebook-reader,True,An awesome viewer to browse and render Jupyter..,https://github.com/line/jnotebook_reader,,notebook-sharing,11,line/jnotebook_reader,,,https://github.com/line/jnotebook_reader,Apache-2.0,2020-10-30 02:50:59.000,2022-07-01 06:09:06.000000,2022-07-01 06:09:06,15.0,,3.0,99.0,14.0,2021-02-10 02:34:21,1.0.2,,,3.0,,,6.0,,,,,,3.0,,,,,,,,,,,,,,,,
239,JupyterLab Email,True,A jupyterlab extension to email notebooks directly from..,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,11,timkpaine/jupyterlab_email,jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,Apache-2.0,2018-08-07 14:14:40.000,2022-07-21 13:47:11.000000,2022-07-21 13:47:09,2.0,4.0,32.0,51.0,,2022-03-15 23:36:24,0.2.4,,117.0,13.0,,,2.0,https://pypi.org/project/jupyterlab_email,79.0,,,,3.0,jupyterlab_email,https://www.npmjs.com/package/jupyterlab_email,38.0,,,,,,,,,,,,,
240,KnowledgeLab,True,KnowledgeRepo + JupyterLab.,https://github.com/timkpaine/knowledgelab,,lab-extensions,11,timkpaine/knowledgelab,knowledgelab,,https://github.com/timkpaine/knowledgelab,Apache-2.0,2017-10-18 01:10:58.000,2022-06-13 12:58:37.000000,2022-06-13 12:58:36,6.0,3.0,24.0,45.0,151.0,,,,20.0,1.0,2.0,2.0,3.0,https://pypi.org/project/knowledgelab,8.0,,,,3.0,knowledgelab,https://www.npmjs.com/package/knowledgelab,12.0,,,,,,,,,,,,,
241,Jupyter Helpers,True,A collection of helpers for Jupyter/IPython.,https://github.com/krassowski/jupyter-helpers,,notebook-tools,11,krassowski/jupyter-helpers,jupyter_helpers,,https://github.com/krassowski/jupyter-helpers,MIT,2019-03-17 22:11:35.000,2021-07-31 11:45:58.000000,2021-07-31 11:45:57,3.0,3.0,2.0,40.0,27.0,2021-02-10 16:36:22,0.2.3-2,,96.0,5.0,,,2.0,https://pypi.org/project/jupyter_helpers,96.0,,,,3.0,,,,,,,,,,,,,,,,
242,FargateSpawner,True,Spawns JupyterHub single user servers in Docker containers running in AWS Fargate.,https://github.com/uktrade/fargatespawner,,hub-spawners,11,uktrade/fargatespawner,fargatespawner,,https://github.com/uktrade/fargatespawner,MIT,2018-09-12 14:06:22.000,2020-06-28 13:26:04.000000,2020-06-28 13:25:54,20.0,6.0,5.0,37.0,59.0,,,,210.0,,1.0,1.0,3.0,https://pypi.org/project/fargatespawner,210.0,,,,3.0,,,,,,,,,,,,,,,,
243,perfume,True,Interactive performance benchmarking in Jupyter.,https://github.com/leifwalsh/perfume,,widgets,11,leifwalsh/perfume,perfume-bench,,https://github.com/leifwalsh/perfume,,2017-07-10 14:34:03.000,2022-08-08 17:49:14.000000,2020-10-31 19:46:42,4.0,2.0,4.0,33.0,196.0,2018-05-20 05:09:14,0.1.6,,22.0,1.0,,,3.0,https://pypi.org/project/perfume-bench,22.0,,,,3.0,,,,,,,,,,,,,,,,
244,Remote User Auth,True,REMOTE_USER authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_remote_user_authenticator,,hub-auth,11,cwaldbieser/jhub_remote_user_authenticator,jhub_remote_user_authenticator,,https://github.com/cwaldbieser/jhub_remote_user_authenticator,GPL-3.0,2015-11-04 03:17:18.000,2022-03-31 20:04:45.000000,2019-04-16 20:10:44,25.0,8.0,11.0,33.0,27.0,,,,240.0,,,,5.0,https://pypi.org/project/jhub_remote_user_authenticator,240.0,,,,3.0,,,,,,,,,,,,,,,,
245,jupyterlab-flake8,True,Jupyterlab python linter for notebooks and text files..,https://github.com/mlshapiro/jupyterlab-flake8,,lab-extensions,10,mlshapiro/jupyterlab-flake8,,,https://github.com/mlshapiro/jupyterlab-flake8,BSD-3-Clause,2018-04-11 16:16:59.000,2021-09-16 16:01:09.000000,2021-09-16 16:01:07,10.0,6.0,33.0,106.0,,,,,200.0,,,,5.0,,,,,,3.0,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,200.0,,,,,,,,,,,,,
246,JupyterLab Bytecode,True,JupyterLab extension to explore CPython Bytecode.,https://github.com/jtpio/jupyterlab-python-bytecode,,lab-extensions,10,jtpio/jupyterlab-python-bytecode,,,https://github.com/jtpio/jupyterlab-python-bytecode,BSD-3-Clause,2018-09-29 19:55:49.000,2022-07-20 11:11:29.000000,2020-10-16 21:38:08,6.0,2.0,3.0,59.0,114.0,,,,39.0,,,,2.0,,,,,,3.0,jupyterlab-python-bytecode,https://www.npmjs.com/package/jupyterlab-python-bytecode,39.0,,,,,,,,,,,,,
247,ipyp5,True,p5.js Jupyter Widget.,https://github.com/jtpio/ipyp5,,widgets,10,jtpio/ipyp5,ipyp5,,https://github.com/jtpio/ipyp5,BSD-3-Clause,2018-03-06 17:50:12.000,2022-06-22 05:18:52.000000,2020-10-16 21:38:41,5.0,5.0,,33.0,60.0,,,,21.0,,,,2.0,https://pypi.org/project/ipyp5,21.0,,,,3.0,,,,,,,,,,,,,,,,
248,YarnSpawner,True,Spawn JupyterHub single user notebook servers in Hadoop/YARN..,https://github.com/jupyterhub/yarnspawner,,hub-spawners,10,jupyterhub/yarnspawner,jupyterhub-yarnspawner,conda-forge/jupyterhub-yarnspawner,https://github.com/jupyterhub/yarnspawner,BSD-3-Clause,2018-12-18 19:31:03.000,2021-11-17 00:47:27.479000,2019-07-16 16:58:16,9.0,5.0,4.0,19.0,37.0,,,,735.0,4.0,,,2.0,https://pypi.org/project/jupyterhub-yarnspawner,70.0,https://anaconda.org/conda-forge/jupyterhub-yarnspawner,2021-11-17 00:47:27.479,28620.0,3.0,,,,,,,,,,,,,,,,
249,CAS Authenticator,True,CAS authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_cas_authenticator,,hub-auth,10,cwaldbieser/jhub_cas_authenticator,jhub_cas_authenticator,,https://github.com/cwaldbieser/jhub_cas_authenticator,GPL-3.0,2017-09-17 19:17:08.000,2022-07-28 16:02:25.000000,2022-07-28 16:01:52,10.0,2.0,10.0,18.0,41.0,,,,166.0,,,,4.0,https://pypi.org/project/jhub_cas_authenticator,166.0,,,,3.0,,,,,,,,,,,,,,,,
250,Theme Toggle,True,JupyterLab extension to toggle the theme in the Top Bar area.,https://github.com/jtpio/jupyterlab-theme-toggle,,lab-themes,10,jtpio/jupyterlab-theme-toggle,,,https://github.com/jtpio/jupyterlab-theme-toggle,BSD-3-Clause,2019-07-27 08:45:07.000,2022-07-07 11:06:38.000000,2021-06-16 11:42:31,3.0,2.0,1.0,11.0,,,,,1444.0,,2.0,2.0,2.0,,,,,,3.0,jupyterlab-theme-toggle,https://www.npmjs.com/package/jupyterlab-theme-toggle,1444.0,,,,,,,,,,,,,
251,easyexplore,True,Toolbox for easy and effective data exploration in Python.,https://github.com/GianniBalistreri/easyexplore,,widgets,10,GianniBalistreri/easyexplore,easyexplore,,https://github.com/GianniBalistreri/easyexplore,GPL-3.0,2020-05-04 17:26:04.000,2022-06-22 05:13:01.000000,2022-06-08 16:36:37,2.0,8.0,16.0,3.0,332.0,,,,319.0,,1.0,1.0,4.0,https://pypi.org/project/easyexplore,319.0,,,,3.0,,,,,,,,,,,,,,,,
252,Vision UI,True,UI visual interface for fastai - now compatible with Google..,https://github.com/asvcode/Vision_UI,,widgets,9,asvcode/Vision_UI,,,https://github.com/asvcode/Vision_UI,,2019-05-23 04:53:03.000,2020-07-05 04:00:59.000000,2020-07-05 04:00:59,32.0,1.0,2.0,250.0,112.0,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,
253,ipyannotate,True,Jupyter Widget for data annotation.,https://github.com/ipyannotate/ipyannotate,,widgets,9,ipyannotate/ipyannotate,ipyannotate,,https://github.com/ipyannotate/ipyannotate,,2018-07-23 19:23:28.000,2022-07-21 07:38:37.000000,2020-09-20 09:38:39,10.0,4.0,,123.0,27.0,,,,45.0,,,,3.0,https://pypi.org/project/ipyannotate,28.0,,,,3.0,ipyannotate,https://www.npmjs.com/package/ipyannotate,17.0,,,,,,,,,,,,,
254,jupyterlab-gitplus,True,JupyterLab extension to create GitHub commits & pull..,https://github.com/ReviewNB/jupyterlab-gitplus,,lab-extensions,9,ReviewNB/jupyterlab-gitplus,jupyterlab_gitplus,,https://github.com/ReviewNB/jupyterlab-gitplus,AGPL-3.0,2020-03-05 13:43:58.000,2022-01-22 04:52:18.000000,2021-08-06 07:04:12,7.0,2.0,8.0,94.0,112.0,,,,212.0,,,,2.0,https://pypi.org/project/jupyterlab_gitplus,144.0,,,,3.0,@reviewnb/jupyterlab_gitplus,https://www.npmjs.com/package/@reviewnb/jupyterlab_gitplus,68.0,,,,,,,,,,,,,
255,PPExtensions,True,Set of iPython and Jupyter extensions to improve user..,https://github.com/paypal/PPExtensions,,jupyter-extensions,9,paypal/PPExtensions,ppextensions,,https://github.com/paypal/PPExtensions,,2018-08-17 20:07:23.000,2019-11-22 13:46:43.000000,2018-12-07 00:05:33,27.0,16.0,22.0,48.0,32.0,,,,34.0,,1.0,1.0,9.0,https://pypi.org/project/ppextensions,34.0,,,,3.0,,,,,,,,,,,,,,,,
256,remote_ikernel,True,"All your Jupyter kernels, on all your machines, in one place.",https://github.com/tdaff/remote_ikernel,,kernels,9,tdaff/remote_ikernel,remote_ikernel,,https://github.com/tdaff/remote_ikernel,BSD-2-Clause,2017-07-11 14:29:42.000,2020-11-08 22:41:49.000000,2020-11-08 22:02:16,10.0,9.0,18.0,11.0,78.0,,,,143.0,,,,7.0,https://pypi.org/project/remote_ikernel,143.0,,,,3.0,,,,,,,,,,,,,,,,tdaff/remote_ikernel
257,ipyaggrid,True,Jupyter widget - ag-grid in the notebook.,https://github.com/DGothrek/ipyaggrid,,widgets,9,DGothrek/ipyaggrid,ipyaggrid,,https://github.com/DGothrek/ipyaggrid,MIT,2019-05-06 04:24:26.000,2019-05-06 04:27:06.000000,2019-05-06 04:27:05,,6.0,,10.0,47.0,,,,5618.0,,,,2.0,https://pypi.org/project/ipyaggrid,2547.0,,,,3.0,ipyaggrid,https://www.npmjs.com/package/ipyaggrid,3071.0,,,,,,,,,,,,,
258,JupyterLab Spark,True,Spark Application UI extension for JupyterLab.,https://github.com/manuzhang/jupyterlab_spark,,lab-extensions,9,manuzhang/jupyterlab_spark,,,https://github.com/manuzhang/jupyterlab_spark,Apache-2.0,2019-04-20 06:31:59.000,2021-09-05 13:13:14.000000,2021-09-05 13:10:26,2.0,2.0,3.0,9.0,21.0,2021-09-05 06:59:55,0.4.0,,54.0,3.0,,,2.0,,,,,,3.0,jupyterlab_spark,https://www.npmjs.com/package/jupyterlab_spark,54.0,,,,,,,,,,,,,
259,Hash Authenticator,True,Authenticate users with passwords generated from their..,https://github.com/thedataincubator/jupyterhub-hashauthenticator,,hub-auth,9,thedataincubator/jupyterhub-hashauthenticator,jupyterhub-hashauthenticator,,https://github.com/thedataincubator/jupyterhub-hashauthenticator,BSD-3-Clause,2017-08-18 19:18:33.000,2021-03-09 21:34:23.000000,2021-03-09 21:34:14,3.0,,,4.0,40.0,,,,40.0,,,,3.0,https://pypi.org/project/jupyterhub-hashauthenticator,40.0,,,,3.0,,,,,,,,,,,,,,,,
260,JupyterLab Top Bar,True,JupyterLab Top Bar extension.,https://github.com/jtpio/jupyterlab-topbar,,lab-extensions,9,jtpio/jupyterlab-topbar,,,https://github.com/jtpio/jupyterlab-topbar,BSD-3-Clause,2021-05-31 16:53:55.000,2021-12-10 13:46:30.000000,2021-12-07 08:56:36,1.0,,,3.0,,,,,4268.0,,,,4.0,,,,,,3.0,jupyterlab-topbar-extension,https://www.npmjs.com/package/jupyterlab-topbar-extension,4268.0,,,,,,,,,,,,,
261,tributary,True,Streaming reactive and dataflow graphs in Python.,https://github.com/timkpaine/tributary,,widgets,9,timkpaine/tributary,tributary,conda-forge/tributary,https://github.com/timkpaine/tributary,Apache-2.0,2020-06-18 03:08:16.885,2022-07-04 03:28:22.000000,2022-07-04 03:27:47,,,,2.0,,,,,854.0,7.0,,,7.0,https://pypi.org/project/tributary,85.0,https://anaconda.org/conda-forge/tributary,2022-05-17 02:09:09.609,20009.0,3.0,,,,,,,,,,-8.0,,,,,,
262,Remote Authenticator,True,"A collection of JupyterHub Authenticators, including Header,..",https://github.com/ucphhpc/jhub-authenticators,,hub-auth,9,rasmunk/jhub-authenticators,jhub-authenticators,,https://github.com/ucphhpc/jhub-authenticators,GPL-3.0,2017-12-20 14:46:18.000,2022-04-15 09:25:16.000000,2022-04-15 09:25:13,1.0,,,1.0,213.0,2019-04-12 15:44:39,0.2.2,,83.0,3.0,1.0,1.0,5.0,https://pypi.org/project/jhub-authenticators,83.0,,,,3.0,,,,ucphhpc/jhub-authenticators,,,,,,,,,,,,
263,JupyterLab,True,JupyterLab computational environment.,,,notebook-environments,9,jupyterlab/jupyterlab,jupyterlab,conda-forge/jupyterlab,,,2016-06-28 14:07:29.294,2022-08-10 14:14:04.258000,,,,,,,,,,1726032.0,266.0,,,,https://pypi.org/project/jupyterlab,1645789.0,https://anaconda.org/conda-forge/jupyterlab,2022-08-10 14:14:04.258,5938026.0,3.0,,,,,,,,,,-26.0,,,,,,
264,Jupyter Black,True,Black formatter for Jupyter Notebook.,https://github.com/drillan/jupyter-black,,jupyter-extensions,8,drillan/jupyter-black,,,https://github.com/drillan/jupyter-black,BSD-3-Clause,2018-08-10 05:21:02.000,2020-02-01 03:27:05.000000,2020-02-01 03:27:04,20.0,9.0,12.0,403.0,10.0,,,,,,,,2.0,,,,,,3.0,,,,,,,,,,,,,,,,
265,Gruvbox Theme,True,Gruvbox dark theme for Jupyter Lab. Modeled on classic..,https://github.com/Rahlir/theme-gruvbox,,lab-themes,8,Rahlir/theme-gruvbox,,,https://github.com/Rahlir/theme-gruvbox,,2019-05-03 20:34:01.000,2020-04-12 19:23:01.000000,2020-04-12 19:22:55,11.0,,,47.0,44.0,,,,148.0,,,,3.0,,,,,,3.0,@rahlir/theme-gruvbox,https://www.npmjs.com/package/@rahlir/theme-gruvbox,148.0,,,,,,,,,,,,,
266,Keberos Authenticator,True,A JupyterHub authenticator using Kerberos.,https://github.com/jupyterhub/kerberosauthenticator,,hub-auth,8,jupyterhub/kerberosauthenticator,jupyterhub-kerberosauthenticator,,https://github.com/jupyterhub/kerberosauthenticator,BSD-3-Clause,2019-04-17 18:01:36.000,2019-07-16 16:57:42.000000,2019-07-16 16:57:24,5.0,3.0,2.0,10.0,21.0,,,,74.0,,,,2.0,https://pypi.org/project/jupyterhub-kerberosauthenticator,74.0,,,,3.0,,,,,,,,,,,,,,,,
267,jupyterlab-executor,True,JupyterLab extension to execute the scripts from the file browser.,https://github.com/gavincyi/jupyterlab-executor,,lab-extensions,8,gavincyi/jupyterlab-executor,jupyterlab-executor,,https://github.com/gavincyi/jupyterlab-executor,BSD-3-Clause,2020-12-29 15:51:54.000,2021-03-24 22:08:04.000000,2021-03-24 21:14:10,,,1.0,5.0,,2021-03-24 21:17:12,2021.1.6,3.0,73.0,3.0,,,2.0,https://pypi.org/project/jupyterlab-executor,44.0,,,,3.0,@gavincyi/jupyterlab-executor,https://www.npmjs.com/package/@gavincyi/jupyterlab-executor,29.0,,,,,,,,,,,,,
268,Jupter-Notebook-REST-API,True,Run your jupyter notebooks as a REST API endpoint...,https://github.com/Invictify/Jupter-Notebook-REST-API,,notebook-tools,7,Invictify/Jupter-Notebook-REST-API,,,https://github.com/Invictify/Jupter-Notebook-REST-API,MIT,2020-03-31 22:48:04.000,2022-08-11 13:45:33.000000,2020-03-31 23:00:06,4.0,,,50.0,2.0,,,,,,,,2.0,,,,,,3.0,,,,,,,,,,,,,,,,
269,jupyterterminals,True,Jupyter plugin to support inline terminal shells along with..,https://github.com/willkessler/jupyterterminals,,jupyter-extensions,7,willkessler/jupyterterminals,,,https://github.com/willkessler/jupyterterminals,MIT,2020-03-08 16:36:18.000,2022-06-27 21:32:05.000000,2021-05-17 04:32:02,2.0,,1.0,8.0,47.0,,,,,,1.0,1.0,2.0,,,,,,3.0,,,,,,,,,,,,,,,,
270,ssh_ipykernel,True,A remote jupyter kernel via ssh.,https://github.com/bernhard-42/ssh_ipykernel,,kernels,7,bernhard-42/ssh_ipykernel,,,https://github.com/bernhard-42/ssh_ipykernel,MIT,2019-09-01 17:43:26.000,2022-07-20 05:47:05.000000,2021-06-28 15:17:55,2.0,,,8.0,81.0,,,,,,,,2.0,,,,,,3.0,,,,,,,,,,,,,,,,
271,Nord Theme,True,JupyterLab - Nord Theme.,https://github.com/kenshohara/theme-nord-extension,,lab-themes,6,kenshohara/theme-nord-extension,,,https://github.com/kenshohara/theme-nord-extension,,2019-06-11 02:09:21.000,2020-09-20 09:11:33.000000,2020-09-20 09:10:43,1.0,1.0,4.0,24.0,13.0,,,,43.0,,,,,,,,,,3.0,@kenshohara/theme-nord-extension,https://www.npmjs.com/package/@kenshohara/theme-nord-extension,43.0,,,,,,,,,,,,,
