,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,license,npm_url,npm_monthly_downloads,trending,go_id,cran_id,updated_github_id,pypi,gem_id,hex_id,bitbucket_id
225,SAML Authenticator,True,jupyterhub-samlauthenticator.,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,,hub-auth,12,HewlettPackard/jupyterhub-samlauthenticator,jupyterhub-samlauthenticator,,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,2019-04-17 21:34:09.000000,2020-11-06 21:11:50.000000,2020-07-13 15:54:47.000000,14.0,13.0,12.0,28.0,111.0,2020-07-13 15:56:30.000000,samlauthenticator-0.0.9,11.0,308.0,3.0,,,6.0,https://pypi.org/project/jupyterhub-samlauthenticator,308.0,,,,3.0,,,,,,,MIT,,,,,,,,,,
226,pick,True,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,12,nteract/pick,pick,,https://github.com/nteract/pick,2020-04-08 23:47:09.000000,2020-11-09 20:50:58.000000,2020-11-04 01:10:24.000000,6.0,4.0,5.0,23.0,,,,,38497.0,,,,5.0,https://pypi.org/project/pick,38497.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
227,Kernel Management,True,Experimental new kernel management framework for Jupyter.,https://github.com/takluyver/jupyter_kernel_mgmt,,notebook-tools,12,takluyver/jupyter_kernel_mgmt,jupyter-kernel-mgmt,,https://github.com/takluyver/jupyter_kernel_mgmt,2018-04-01 20:06:08.000000,2020-08-27 01:11:14.000000,2020-01-29 22:31:34.000000,7.0,10.0,14.0,10.0,1783.0,2020-01-15 19:12:57.000000,0.5.1,12.0,34.0,3.0,,,74.0,https://pypi.org/project/jupyter-kernel-mgmt,34.0,,,,3.0,,,,,,,,,,,,,,,,,
228,jupyter-nbrequirements,True,Dependency management and optimization in Jupyter..,https://github.com/thoth-station/jupyter-nbrequirements,,jupyter-extensions,12,thoth-station/jupyter-nbrequirements,,,https://github.com/thoth-station/jupyter-nbrequirements,2019-06-25 06:48:06.000000,2021-05-12 13:21:08.000000,2021-03-02 08:18:22.000000,5.0,8.0,21.0,9.0,340.0,2019-12-09 18:41:20.000000,0.5.0,,,3.0,,,11.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
229,jupyter2slides,True,Cloud Native Presentation Slides with Jupyter Notebook +..,https://github.com/datitran/jupyter2slides,,notebook-tools,11,datitran/jupyter2slides,,,https://github.com/datitran/jupyter2slides,2016-07-26 12:38:17.000000,2019-09-03 14:54:44.000000,2018-12-28 18:34:22.000000,164.0,10.0,4.0,766.0,11.0,,,,,,,,,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
230,evidently,True,Interactive reports to analyze machine learning models during..,https://github.com/evidentlyai/evidently,,widgets,11,evidentlyai/evidently,,,https://github.com/evidentlyai/evidently,2020-11-25 15:20:08.000000,2021-05-07 12:47:09.000000,2021-05-07 12:47:09.000000,40.0,9.0,6.0,480.0,,,,,,,2.0,2.0,4.0,,,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,
231,ICSharp,True,C# kernel for Jupyter.,https://github.com/zabirauf/icsharp,,kernels,11,zabirauf/icsharp,,,https://github.com/zabirauf/icsharp,2014-09-22 07:57:50.000000,2018-09-23 04:19:46.000000,2018-09-23 04:19:45.000000,60.0,34.0,12.0,264.0,45.0,,,,,,,,10.0,,,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,
232,ipyexperiments,True,jupyter/ipython experiment containers for GPU and general..,https://github.com/stas00/ipyexperiments,,notebook-tools,11,stas00/ipyexperiments,ipyexperiments,,https://github.com/stas00/ipyexperiments,2018-11-15 01:19:40.000000,2021-03-28 18:24:12.000000,2021-03-28 18:23:45.000000,9.0,,4.0,133.0,196.0,,,,109.0,,5.0,5.0,3.0,https://pypi.org/project/ipyexperiments,109.0,,,,3.0,,,,,,,,,,,,,,,,,
233,Jupyter DataTables,True,Jupyter Notebook extension leveraging pandas DataFrames..,https://github.com/CermakM/jupyter-datatables,,widgets,11,CermakM/jupyter-datatables,jupyter-datatables,,https://github.com/CermakM/jupyter-datatables,2019-03-28 20:55:12.000000,2019-12-11 12:10:31.000000,2019-12-11 12:10:07.000000,13.0,13.0,15.0,130.0,147.0,,,,439.0,,,,4.0,https://pypi.org/project/jupyter-datatables,439.0,,,,3.0,,,,,,,MIT,,,,,,,,,,
234,xeus-sqlite,True,Jupyter kernel for SQLite.,https://github.com/jupyter-xeus/xeus-sqlite,,kernels,11,jupyter-xeus/xeus-sqlite,,,https://github.com/jupyter-xeus/xeus-sqlite,2020-03-11 11:24:36.000000,2021-04-13 21:26:27.000000,2021-04-13 21:26:23.000000,19.0,16.0,20.0,117.0,252.0,,,,,,,,11.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
235,jnotebook-reader,True,An awesome viewer to browse and render Jupyter..,https://github.com/line/jnotebook_reader,,notebook-sharing,11,line/jnotebook_reader,,,https://github.com/line/jnotebook_reader,2020-10-30 02:50:59.000000,2021-02-10 02:34:20.000000,2021-02-10 02:29:57.000000,11.0,,1.0,71.0,12.0,2021-02-10 02:34:21.000000,1.0.2,,,3.0,,,4.0,,,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,
236,JupyterLab Kernelspy,True,A Jupyter Lab extension for inspecting messages to/from..,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,lab-extensions,11,jupyterlab-contrib/jupyterlab-kernelspy,,,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,2018-04-20 16:11:58.000000,2021-05-12 05:18:52.000000,2021-05-12 05:18:45.000000,6.0,2.0,11.0,57.0,83.0,,,,555.0,,3.0,3.0,4.0,,,,,,3.0,,,,,,jupyterlab-kernelspy,,https://www.npmjs.com/package/jupyterlab-kernelspy,555.0,,,,,,,,
237,JupyterLab Flake8,True,A jupyterlab extension to email notebooks directly from..,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,11,timkpaine/jupyterlab_email,,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000000,2021-01-31 22:58:03.000000,2021-01-31 22:57:59.000000,2.0,5.0,30.0,47.0,,2020-06-25 16:29:14.000000,0.2.3,,645.0,12.0,,,,,,,,,3.0,,,,,,jupyterlab-flake8,Apache-2.0,https://www.npmjs.com/package/jupyterlab-flake8,645.0,,,,,,,,
238,KnowledgeLab,True,KnowledgeRepo + JupyterLab.,https://github.com/timkpaine/knowledgelab,,lab-extensions,11,timkpaine/knowledgelab,knowledgelab,,https://github.com/timkpaine/knowledgelab,2017-10-18 01:10:58.000000,2021-05-10 11:34:31.000000,2021-05-10 11:34:29.000000,6.0,3.0,23.0,40.0,97.0,,,,40.0,1.0,2.0,2.0,3.0,https://pypi.org/project/knowledgelab,11.0,,,,3.0,,,,,,knowledgelab,Apache-2.0,https://www.npmjs.com/package/knowledgelab,29.0,,,,,,,,
239,naas,True,"Schedule notebooks, run them like APIs, expose securely your assets:..",https://github.com/jupyter-naas/naas,,notebook-tools,11,jupyter-naas/naas,naas,,https://github.com/jupyter-naas/naas,2020-09-20 17:09:00.000000,2021-05-11 05:20:00.000000,2021-05-07 22:38:03.000000,4.0,,,38.0,,,,,3815.0,,1.0,1.0,10.0,https://pypi.org/project/naas,3815.0,,,,3.0,,,,,,,AGPL-3.0,,,,,,,,,,
240,perfume,True,Interactive performance benchmarking in Jupyter.,https://github.com/leifwalsh/perfume,,widgets,11,leifwalsh/perfume,perfume-bench,,https://github.com/leifwalsh/perfume,2017-07-10 14:34:03.000000,2021-05-10 17:40:06.000000,2020-10-31 19:46:42.000000,3.0,2.0,4.0,30.0,196.0,2018-05-20 05:09:14.000000,0.1.6,,32.0,1.0,,,3.0,https://pypi.org/project/perfume-bench,32.0,,,,3.0,,,,,,,,,,,,,,,,,
241,Remote User Auth,True,REMOTE_USER authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_remote_user_authenticator,,hub-auth,11,cwaldbieser/jhub_remote_user_authenticator,jhub_remote_user_authenticator,,https://github.com/cwaldbieser/jhub_remote_user_authenticator,2015-11-04 03:17:18.000000,2020-04-02 12:59:46.000000,2019-04-16 20:10:44.000000,26.0,7.0,8.0,28.0,27.0,,,,346.0,,,,5.0,https://pypi.org/project/jhub_remote_user_authenticator,346.0,,,,3.0,,,,,,,GPL-3.0,,,,,,,,,,
242,ipysigma,True,A custom Jupyter widget library to display graphs using sigma.js.,https://github.com/Yomguithereal/ipysigma,,widgets,11,Yomguithereal/ipysigma,ipysigma,,https://github.com/Yomguithereal/ipysigma,2018-06-25 20:03:21.000000,2021-05-07 11:44:55.000000,2020-06-30 13:07:41.000000,3.0,2.0,2.0,27.0,39.0,,,,140.0,,,,3.0,https://pypi.org/project/ipysigma,103.0,,,,3.0,,,,,,ipysigma,MIT,https://www.npmjs.com/package/ipysigma,37.0,,,,,,,,
243,dummyauthenticator,True,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,11,jupyterhub/dummyauthenticator,jupyterhub-dummyauthenticator,,https://github.com/jupyterhub/dummyauthenticator,2016-02-14 21:57:32.000000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00.000000,15.0,5.0,2.0,26.0,7.0,,,,5165.0,,,,,https://pypi.org/project/jupyterhub-dummyauthenticator,5165.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
244,jdaviz,True,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,11,spacetelescope/jdaviz,jdaviz,,https://github.com/spacetelescope/jdaviz,2019-05-07 17:54:06.000000,2021-05-13 14:25:28.000000,2021-05-10 14:57:34.000000,21.0,181.0,119.0,20.0,,,,,270.0,,,,19.0,https://pypi.org/project/jdaviz,270.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
245,jupyter-manim,True,manim cell magic for IPython/Jupyter to show the output video.,https://github.com/krassowski/jupyter-manim,,magic,10,krassowski/jupyter-manim,,,https://github.com/krassowski/jupyter-manim,2019-05-22 14:18:39.000000,2021-02-05 05:42:05.000000,2021-02-05 05:42:04.000000,11.0,6.0,15.0,141.0,38.0,2020-04-12 11:15:09.000000,1.3,,,6.0,,,4.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
246,jupyterlab-flake8,True,Jupyterlab python linter for notebooks and text files..,https://github.com/mlshapiro/jupyterlab-flake8,,lab-extensions,10,mlshapiro/jupyterlab-flake8,,,https://github.com/mlshapiro/jupyterlab-flake8,2018-04-11 16:16:59.000000,2021-05-12 00:31:07.000000,2020-04-21 00:50:06.000000,8.0,6.0,30.0,98.0,96.0,,,,645.0,,,,5.0,,,,,,3.0,,,,,,jupyterlab-flake8,,https://www.npmjs.com/package/jupyterlab-flake8,645.0,,,,,,,,
247,FargateSpawner,True,Spawns JupyterHub single user servers in Docker containers running in AWS Fargate.,https://github.com/uktrade/fargatespawner,,hub-spawners,10,uktrade/fargatespawner,fargatespawner,,https://github.com/uktrade/fargatespawner,2018-09-12 14:06:22.000000,2020-06-28 13:26:04.000000,2020-06-28 13:25:54.000000,17.0,4.0,4.0,23.0,59.0,,,,93.0,,1.0,1.0,3.0,https://pypi.org/project/fargatespawner,93.0,,,,3.0,,,,,,,MIT,,,,,,,,,,
248,YarnSpawner,True,Spawn JupyterHub single user notebook servers in Hadoop/YARN..,https://github.com/jupyterhub/yarnspawner,,hub-spawners,10,jupyterhub/yarnspawner,jupyterhub-yarnspawner,conda-forge/jupyterhub-yarnspawner,https://github.com/jupyterhub/yarnspawner,2018-12-18 19:31:03.000000,2020-10-08 04:16:29.489000,2019-07-16 16:58:16.000000,8.0,4.0,4.0,18.0,37.0,,,,748.0,4.0,,,2.0,https://pypi.org/project/jupyterhub-yarnspawner,27.0,https://anaconda.org/conda-forge/jupyterhub-yarnspawner,2020-10-08 04:16:29.489000,20197.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
249,Theme Toggle,True,JupyterLab extension to toggle the theme in the Top Bar area.,https://github.com/jtpio/jupyterlab-theme-toggle,,lab-themes,10,jtpio/jupyterlab-theme-toggle,,,https://github.com/jtpio/jupyterlab-theme-toggle,2019-07-27 08:45:07.000000,2021-05-11 23:03:58.000000,2020-11-06 21:10:43.000000,1.0,2.0,1.0,8.0,,,,,2834.0,,2.0,2.0,,,,,,,3.0,,,,,,jupyterlab-theme-toggle,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-theme-toggle,2834.0,,,,,,,,
250,remote_ikernel,True,"All your Jupyter kernels, on all your machines, in one place.",https://github.com/tdaff/remote_ikernel,,kernels,10,tdaff/remote_ikernel,remote_ikernel,,https://github.com/tdaff/remote_ikernel,2017-07-11 14:29:42.000000,2020-11-08 22:41:49.000000,2020-11-08 22:02:16.000000,6.0,8.0,18.0,5.0,78.0,,,,485.0,,,,7.0,https://pypi.org/project/remote_ikernel,485.0,,,,3.0,,,,,,,BSD-2-Clause,,,,,,,,,,tdaff/remote_ikernel
251,Hash Authenticator,True,Authenticate users with passwords generated from their..,https://github.com/thedataincubator/jupyterhub-hashauthenticator,,hub-auth,10,thedataincubator/jupyterhub-hashauthenticator,jupyterhub-hashauthenticator,,https://github.com/thedataincubator/jupyterhub-hashauthenticator,2017-08-18 19:18:33.000000,2021-03-09 21:34:23.000000,2021-03-09 21:34:14.000000,3.0,,,3.0,40.0,,,,70.0,,,,3.0,https://pypi.org/project/jupyterhub-hashauthenticator,70.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
252,Remote Authenticator,True,"A collection of JupyterHub Authenticators, including Header,..",https://github.com/ucphhpc/jhub-authenticators,,hub-auth,10,rasmunk/jhub-authenticators,jhub-authenticators,,https://github.com/ucphhpc/jhub-authenticators,2017-12-20 14:46:18.000000,2021-05-09 15:00:14.000000,2021-05-09 15:00:14.000000,1.0,,,,183.0,2019-04-12 15:44:39.000000,0.2.2,,87.0,3.0,,,5.0,https://pypi.org/project/jhub-authenticators,87.0,,,,3.0,,,,,,,GPL-3.0,,,,,,ucphhpc/jhub-authenticators,,,,
253,Vision UI,True,UI visual interface for fastai - now compatible with Google..,https://github.com/asvcode/Vision_UI,,widgets,9,asvcode/Vision_UI,,,https://github.com/asvcode/Vision_UI,2019-05-23 04:53:03.000000,2020-07-05 04:00:59.000000,2020-07-05 04:00:59.000000,33.0,1.0,2.0,245.0,112.0,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,
254,Material Darker Theme,True,The Material Darker theme for JupyterLab.,https://github.com/oriolmirosa/jupyterlab_materialdarker,,lab-themes,9,oriolmirosa/jupyterlab_materialdarker,,,https://github.com/oriolmirosa/jupyterlab_materialdarker,2018-03-07 23:24:13.000000,2020-05-09 22:13:31.000000,2020-05-09 22:13:21.000000,13.0,4.0,12.0,125.0,44.0,,,,1086.0,,4.0,4.0,2.0,,,,,,3.0,,,,,,@oriolmirosa/jupyterlab_materialdarker,,https://www.npmjs.com/package/@oriolmirosa/jupyterlab_materialdarker,1086.0,,,,,,,,
255,ipyannotate,True,Jupyter Widget for data annotation.,https://github.com/ipyannotate/ipyannotate,,widgets,9,ipyannotate/ipyannotate,ipyannotate,,https://github.com/ipyannotate/ipyannotate,2018-07-23 19:23:28.000000,2021-05-07 13:07:07.000000,2020-09-20 09:38:39.000000,8.0,4.0,,109.0,27.0,,,,48.0,,,,3.0,https://pypi.org/project/ipyannotate,42.0,,,,3.0,,,,,,ipyannotate,,https://www.npmjs.com/package/ipyannotate,6.0,,,,,,,,
256,jupyterlab-gitplus,True,JupyterLab extension to create GitHub commits & pull..,https://github.com/ReviewNB/jupyterlab-gitplus,,lab-extensions,9,ReviewNB/jupyterlab-gitplus,jupyterlab_gitplus,,https://github.com/ReviewNB/jupyterlab-gitplus,2020-03-05 13:43:58.000000,2021-01-05 22:46:27.000000,2020-04-15 13:08:42.000000,8.0,5.0,4.0,78.0,82.0,,,,648.0,,,,2.0,https://pypi.org/project/jupyterlab_gitplus,43.0,,,,3.0,,,,,,@reviewnb/jupyterlab_gitplus,AGPL-3.0,https://www.npmjs.com/package/@reviewnb/jupyterlab_gitplus,605.0,,,,,,,,
257,JupyterLab Bytecode,True,JupyterLab extension to explore CPython Bytecode.,https://github.com/jtpio/jupyterlab-python-bytecode,,lab-extensions,9,jtpio/jupyterlab-python-bytecode,,,https://github.com/jtpio/jupyterlab-python-bytecode,2018-09-29 19:55:49.000000,2021-05-09 17:52:58.000000,2020-10-16 21:38:08.000000,5.0,2.0,3.0,57.0,114.0,,,,17.0,,,,2.0,,,,,,3.0,,,,,,jupyterlab-python-bytecode,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-python-bytecode,17.0,,,,,,,,
258,PPExtensions,True,Set of iPython and Jupyter extensions to improve user..,https://github.com/paypal/PPExtensions,,jupyter-extensions,9,paypal/PPExtensions,ppextensions,,https://github.com/paypal/PPExtensions,2018-08-17 20:07:23.000000,2019-11-22 13:46:43.000000,2018-12-07 00:05:33.000000,25.0,16.0,22.0,47.0,32.0,,,,93.0,,1.0,1.0,9.0,https://pypi.org/project/ppextensions,93.0,,,,3.0,,,,,,,,,,,,,,,,,
259,Gruvbox Theme,True,Gruvbox dark theme for Jupyter Lab. Modeled on classic..,https://github.com/Rahlir/theme-gruvbox,,lab-themes,9,Rahlir/theme-gruvbox,,,https://github.com/Rahlir/theme-gruvbox,2019-05-03 20:34:01.000000,2020-04-12 19:23:01.000000,2020-04-12 19:22:55.000000,7.0,,,34.0,44.0,,,,154.0,,,,3.0,,,,,,3.0,,,,,,@rahlir/theme-gruvbox,,https://www.npmjs.com/package/@rahlir/theme-gruvbox,154.0,,,,,,,,
260,ipyp5,True,p5.js Jupyter Widget.,https://github.com/jtpio/ipyp5,,widgets,9,jtpio/ipyp5,ipyp5,,https://github.com/jtpio/ipyp5,2018-03-06 17:50:12.000000,2021-05-09 14:29:30.000000,2020-10-16 21:38:41.000000,4.0,4.0,,26.0,60.0,,,,15.0,,,,2.0,https://pypi.org/project/ipyp5,15.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
261,CAS Authenticator,True,CAS authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_cas_authenticator,,hub-auth,9,cwaldbieser/jhub_cas_authenticator,jhub_cas_authenticator,,https://github.com/cwaldbieser/jhub_cas_authenticator,2017-09-17 19:17:08.000000,2020-03-27 22:24:32.000000,2020-03-27 22:23:51.000000,10.0,1.0,10.0,15.0,40.0,,,,464.0,,,,4.0,https://pypi.org/project/jhub_cas_authenticator,464.0,,,,3.0,,,,,,,GPL-3.0,,,,,,,,,,
262,ipyaggrid,True,Jupyter widget - ag-grid in the notebook.,https://github.com/DGothrek/ipyaggrid,,widgets,9,DGothrek/ipyaggrid,ipyaggrid,,https://github.com/DGothrek/ipyaggrid,2019-05-06 04:24:26.000000,2019-05-06 04:27:06.000000,2019-05-06 04:27:05.000000,,5.0,,5.0,47.0,,,,4062.0,,,,2.0,https://pypi.org/project/ipyaggrid,2883.0,,,,3.0,,,,,,ipyaggrid,MIT,https://www.npmjs.com/package/ipyaggrid,1179.0,,,,,,,,
263,jupyterlab-executor,True,JupyterLab extension to execute the scripts from the file browser.,https://github.com/gavincyi/jupyterlab-executor,,lab-extensions,9,gavincyi/jupyterlab-executor,jupyterlab-executor,,https://github.com/gavincyi/jupyterlab-executor,2020-12-29 15:51:54.000000,2021-03-24 22:08:04.000000,2021-03-24 21:14:10.000000,,,1.0,5.0,,2021-03-24 21:17:12.000000,2021.1.6,,106.0,3.0,,,2.0,https://pypi.org/project/jupyterlab-executor,88.0,,,,3.0,,,,,,@gavincyi/jupyterlab-executor,BSD-3-Clause,https://www.npmjs.com/package/@gavincyi/jupyterlab-executor,18.0,,,,,,,,
264,easyexplore,True,Toolbox for easy and effective data exploration in Python.,https://github.com/GianniBalistreri/easyexplore,,widgets,9,GianniBalistreri/easyexplore,easyexplore,,https://github.com/GianniBalistreri/easyexplore,2020-05-04 17:26:04.000000,2021-05-11 21:21:28.000000,2021-05-11 21:21:28.000000,1.0,,1.0,2.0,211.0,,,,384.0,,1.0,1.0,3.0,https://pypi.org/project/easyexplore,384.0,,,,3.0,,,,,,,GPL-3.0,,,,,,,,,,
265,Jupyter Black,True,Black formatter for Jupyter Notebook.,https://github.com/drillan/jupyter-black,,jupyter-extensions,8,drillan/jupyter-black,,,https://github.com/drillan/jupyter-black,2018-08-10 05:21:02.000000,2020-02-01 03:27:05.000000,2020-02-01 03:27:04.000000,12.0,8.0,11.0,335.0,10.0,,,,,,,,2.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
266,Keberos Authenticator,True,A JupyterHub authenticator using Kerberos.,https://github.com/jupyterhub/kerberosauthenticator,,hub-auth,8,jupyterhub/kerberosauthenticator,jupyterhub-kerberosauthenticator,,https://github.com/jupyterhub/kerberosauthenticator,2019-04-17 18:01:36.000000,2019-07-16 16:57:42.000000,2019-07-16 16:57:24.000000,3.0,3.0,2.0,9.0,21.0,,,,45.0,,,,2.0,https://pypi.org/project/jupyterhub-kerberosauthenticator,45.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
267,JupyterLab Spark,True,Spark Application UI extension for JupyterLab.,https://github.com/manuzhang/jupyterlab_spark,,lab-extensions,8,manuzhang/jupyterlab_spark,,,https://github.com/manuzhang/jupyterlab_spark,2019-04-20 06:31:59.000000,2020-09-11 15:50:30.000000,2020-09-11 15:50:22.000000,2.0,1.0,3.0,7.0,18.0,2020-07-05 07:25:43.000000,0.3.1,,35.0,2.0,,,2.0,,,,,,3.0,,,,,,jupyterlab_spark,Apache-2.0,https://www.npmjs.com/package/jupyterlab_spark,35.0,,,,,,,,
268,jupyterterminals,True,Jupyter plugin to support inline terminal shells along with..,https://github.com/willkessler/jupyterterminals,,jupyter-extensions,8,willkessler/jupyterterminals,,,https://github.com/willkessler/jupyterterminals,2020-03-08 16:36:18.000000,2021-05-11 15:01:17.000000,2020-04-28 05:44:18.000000,2.0,,1.0,7.0,39.0,,,,,,1.0,1.0,,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
269,Jupter-Notebook-REST-API,True,Run your jupyter notebooks as a REST API endpoint...,https://github.com/Invictify/Jupter-Notebook-REST-API,,notebook-tools,7,Invictify/Jupter-Notebook-REST-API,,,https://github.com/Invictify/Jupter-Notebook-REST-API,2020-03-31 22:48:04.000000,2021-03-31 19:31:42.000000,2020-03-31 23:00:06.000000,4.0,,,27.0,2.0,,,,,,,,2.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
270,ssh_ipykernel,True,A remote jupyter kernel via ssh.,https://github.com/bernhard-42/ssh_ipykernel,,kernels,7,bernhard-42/ssh_ipykernel,,,https://github.com/bernhard-42/ssh_ipykernel,2019-09-01 17:43:26.000000,2021-04-21 11:35:36.000000,2021-04-21 08:51:31.000000,1.0,,,4.0,79.0,,,,,,,,2.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
271,Nord Theme,True,JupyterLab - Nord Theme.,https://github.com/kenshohara/theme-nord-extension,,lab-themes,6,kenshohara/theme-nord-extension,,,https://github.com/kenshohara/theme-nord-extension,2019-06-11 02:09:21.000000,2020-09-20 09:11:33.000000,2020-09-20 09:10:43.000000,1.0,1.0,4.0,23.0,13.0,,,,42.0,,,,,,,,,,3.0,,,,,,@kenshohara/theme-nord-extension,,https://www.npmjs.com/package/@kenshohara/theme-nord-extension,42.0,,,,,,,,
272,kernel-relay,True,kernel-relay is a GraphQL service for interfacing with..,https://github.com/nteract/kernel-relay,,kernels,6,nteract/kernel-relay,,,https://github.com/nteract/kernel-relay,2019-02-04 21:12:54.000000,2021-05-10 21:01:19.000000,2019-07-10 04:14:14.000000,5.0,10.0,2.0,9.0,12.0,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,
273,SSH Authenticator,True,A simple SSH authenticator for JupyterHub.,https://github.com/andreas-h/sshauthenticator,,hub-auth,6,andreas-h/sshauthenticator,,,https://github.com/andreas-h/sshauthenticator,2019-09-03 10:20:22.000000,2019-09-03 15:17:32.000000,2019-09-03 15:17:07.000000,1.0,,,5.0,4.0,,,,,,,,,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
274,nb_black,True,A simple extension for Jupyter Notebook and Jupyter Lab to beautify Python code automatically using Black.,,,magic,6,,nb_black,conda-forge/nb_black,,2019-05-02 16:13:43.498000,2019-11-30 11:30:08.595000,,,,,,,,,,24978.0,4.0,,,,https://pypi.org/project/nb_black,23223.0,https://anaconda.org/conda-forge/nb_black,2019-11-30 11:30:08.595000,42137.0,3.0,,,,,,,,,,,,,,,,,
